1	2	0	By matching 'holotype lectotype isotype syntype paratype neotype allotype paralectotype hapantotype cotype' against taxonomy_notes, short_note, collection_notes, voucher_type, notes OR voucher_type against /type/i
2	2	0	By matching 'holotype lectotype isotype syntype paratype neotype allotype paralectotype hapantotype cotype' against taxonomy_notes, short_note, collection_notes, voucher_type, notes OR voucher_type against /type/i
3	2	0	By matching 'holotype lectotype isotype syntype paratype neotype allotype paralectotype hapantotype cotype' against taxonomy_notes, short_note, collection_notes, voucher_type, notes OR voucher_type against /type/i
4	2	0	By matching 'holotype lectotype isotype syntype paratype neotype allotype paralectotype hapantotype cotype' against taxonomy_notes, short_note, collection_notes, voucher_type, notes OR voucher_type against /type/i
5	2	0	By matching 'holotype lectotype isotype syntype paratype neotype allotype paralectotype hapantotype cotype' against taxonomy_notes, short_note, collection_notes, voucher_type, notes OR voucher_type against /type/i
6	2	0	By matching 'holotype lectotype isotype syntype paratype neotype allotype paralectotype hapantotype cotype' against taxonomy_notes, short_note, collection_notes, voucher_type, notes OR voucher_type against /type/i
7	2	0	By matching 'holotype lectotype isotype syntype paratype neotype allotype paralectotype hapantotype cotype' against taxonomy_notes, short_note, collection_notes, voucher_type, notes OR voucher_type against /type/i
8	2	0	By matching 'holotype lectotype isotype syntype paratype neotype allotype paralectotype hapantotype cotype' against taxonomy_notes, short_note, collection_notes, voucher_type, notes OR voucher_type against /type/i
9	2	0	By matching 'holotype lectotype isotype syntype paratype neotype allotype paralectotype hapantotype cotype' against taxonomy_notes, short_note, collection_notes, voucher_type, notes OR voucher_type against /type/i
10	2	0	By matching 'holotype lectotype isotype syntype paratype neotype allotype paralectotype hapantotype cotype' against taxonomy_notes, short_note, collection_notes, voucher_type, notes OR voucher_type against /type/i
11	2	0	By matching 'holotype lectotype isotype syntype paratype neotype allotype paralectotype hapantotype cotype' against taxonomy_notes, short_note, collection_notes, voucher_type, notes OR voucher_type against /type/i
12	2	0	By matching 'holotype lectotype isotype syntype paratype neotype allotype paralectotype hapantotype cotype' against taxonomy_notes, short_note, collection_notes, voucher_type, notes OR voucher_type against /type/i
13	2	0	By matching 'holotype lectotype isotype syntype paratype neotype allotype paralectotype hapantotype cotype' against taxonomy_notes, short_note, collection_notes, voucher_type, notes OR voucher_type against /type/i
14	2	0	By matching 'holotype lectotype isotype syntype paratype neotype allotype paralectotype hapantotype cotype' against taxonomy_notes, short_note, collection_notes, voucher_type, notes OR voucher_type against /type/i
15	2	0	By matching 'holotype lectotype isotype syntype paratype neotype allotype paralectotype hapantotype cotype' against taxonomy_notes, short_note, collection_notes, voucher_type, notes OR voucher_type against /type/i
16	2	0	By matching 'holotype lectotype isotype syntype paratype neotype allotype paralectotype hapantotype cotype' against taxonomy_notes, short_note, collection_notes, voucher_type, notes OR voucher_type against /type/i
17	2	0	By matching 'holotype lectotype isotype syntype paratype neotype allotype paralectotype hapantotype cotype' against taxonomy_notes, short_note, collection_notes, voucher_type, notes OR voucher_type against /type/i
18	2	0	By matching 'holotype lectotype isotype syntype paratype neotype allotype paralectotype hapantotype cotype' against taxonomy_notes, short_note, collection_notes, voucher_type, notes OR voucher_type against /type/i
19	2	0	By matching 'holotype lectotype isotype syntype paratype neotype allotype paralectotype hapantotype cotype' against taxonomy_notes, short_note, collection_notes, voucher_type, notes OR voucher_type against /type/i
20	2	0	By matching 'holotype lectotype isotype syntype paratype neotype allotype paralectotype hapantotype cotype' against taxonomy_notes, short_note, collection_notes, voucher_type, notes OR voucher_type against /type/i
21	2	0	By matching 'holotype lectotype isotype syntype paratype neotype allotype paralectotype hapantotype cotype' against taxonomy_notes, short_note, collection_notes, voucher_type, notes OR voucher_type against /type/i
22	2	0	By matching 'holotype lectotype isotype syntype paratype neotype allotype paralectotype hapantotype cotype' against taxonomy_notes, short_note, collection_notes, voucher_type, notes OR voucher_type against /type/i
23	2	0	By matching 'holotype lectotype isotype syntype paratype neotype allotype paralectotype hapantotype cotype' against taxonomy_notes, short_note, collection_notes, voucher_type, notes OR voucher_type against /type/i
24	2	0	By matching 'holotype lectotype isotype syntype paratype neotype allotype paralectotype hapantotype cotype' against taxonomy_notes, short_note, collection_notes, voucher_type, notes OR voucher_type against /type/i
25	2	0	By matching 'holotype lectotype isotype syntype paratype neotype allotype paralectotype hapantotype cotype' against taxonomy_notes, short_note, collection_notes, voucher_type, notes OR voucher_type against /type/i
26	2	0	By matching 'holotype lectotype isotype syntype paratype neotype allotype paralectotype hapantotype cotype' against taxonomy_notes, short_note, collection_notes, voucher_type, notes OR voucher_type against /type/i
27	2	0	By matching 'holotype lectotype isotype syntype paratype neotype allotype paralectotype hapantotype cotype' against taxonomy_notes, short_note, collection_notes, voucher_type, notes OR voucher_type against /type/i
28	2	0	By matching 'holotype lectotype isotype syntype paratype neotype allotype paralectotype hapantotype cotype' against taxonomy_notes, short_note, collection_notes, voucher_type, notes OR voucher_type against /type/i
29	2	0	By matching 'holotype lectotype isotype syntype paratype neotype allotype paralectotype hapantotype cotype' against taxonomy_notes, short_note, collection_notes, voucher_type, notes OR voucher_type against /type/i
30	2	0	By matching 'holotype lectotype isotype syntype paratype neotype allotype paralectotype hapantotype cotype' against taxonomy_notes, short_note, collection_notes, voucher_type, notes OR voucher_type against /type/i
31	2	0	By matching 'holotype lectotype isotype syntype paratype neotype allotype paralectotype hapantotype cotype' against taxonomy_notes, short_note, collection_notes, voucher_type, notes OR voucher_type against /type/i
