phylum	class	order	family	species
Arthropoda	Insecta	Hemiptera	Miridae	Orthocephalus coriaceus
Arthropoda	Insecta	Hemiptera	Miridae	Orthocephalus saltator
Arthropoda	Insecta	Hemiptera	Miridae	Orthocephalus vittipennis
Arthropoda	Insecta	Hemiptera	Miridae	Orthonotus rossicus
Arthropoda	Insecta	Hemiptera	Miridae	Orthonotus rufifrons
Arthropoda	Insecta	Hemiptera	Miridae	Orthops basalis
Arthropoda	Insecta	Hemiptera	Miridae	Orthops campestris
Arthropoda	Insecta	Hemiptera	Miridae	Orthops kalmii
Arthropoda	Insecta	Hemiptera	Miridae	Orthops montanus
Arthropoda	Insecta	Hemiptera	Miridae	Orthotylus bilineatus
Arthropoda	Insecta	Hemiptera	Miridae	Orthotylus boreellus
Arthropoda	Insecta	Hemiptera	Miridae	Orthotylus concolor
Arthropoda	Insecta	Hemiptera	Miridae	Orthotylus ericetorum
Arthropoda	Insecta	Hemiptera	Miridae	Orthotylus flavinervis
Arthropoda	Insecta	Hemiptera	Miridae	Orthotylus flavosparsus
Arthropoda	Insecta	Hemiptera	Miridae	Orthotylus fuscescens
Arthropoda	Insecta	Hemiptera	Miridae	Orthotylus interpositus
Arthropoda	Insecta	Hemiptera	Miridae	Orthotylus marginalis
Arthropoda	Insecta	Hemiptera	Miridae	Orthotylus nassatus
Arthropoda	Insecta	Hemiptera	Miridae	Orthotylus obscurus
Arthropoda	Insecta	Hemiptera	Miridae	Orthotylus prasinus
Arthropoda	Insecta	Hemiptera	Miridae	Orthotylus schoberiae
Arthropoda	Insecta	Hemiptera	Miridae	Orthotylus tenellus
Arthropoda	Insecta	Hemiptera	Miridae	Orthotylus virens
Arthropoda	Insecta	Hemiptera	Miridae	Orthotylus virescens
Arthropoda	Insecta	Hemiptera	Miridae	Orthotylus viridinervis
Arthropoda	Insecta	Hemiptera	Miridae	Pachytomella parallela
Arthropoda	Insecta	Hemiptera	Miridae	Pachytomella passerinii
Arthropoda	Insecta	Hemiptera	Miridae	Pantilius tunicatus
Arthropoda	Insecta	Hemiptera	Miridae	Parapsallus vitellinus
Arthropoda	Insecta	Hemiptera	Miridae	Phoenicocoris modestus
Arthropoda	Insecta	Hemiptera	Miridae	Phoenicocoris obscurellus
Arthropoda	Insecta	Hemiptera	Miridae	Phylus coryli
Arthropoda	Insecta	Hemiptera	Miridae	Phylus melanocephalus
Arthropoda	Insecta	Hemiptera	Miridae	Phylus plagiatus
Arthropoda	Insecta	Hemiptera	Miridae	Phytocoris austriacus
Arthropoda	Insecta	Hemiptera	Miridae	Phytocoris dimidiatus
Arthropoda	Insecta	Hemiptera	Miridae	Phytocoris insignis
Arthropoda	Insecta	Hemiptera	Miridae	Phytocoris intricatus
Arthropoda	Insecta	Hemiptera	Miridae	Phytocoris longipennis
Arthropoda	Insecta	Hemiptera	Miridae	Phytocoris pini
Arthropoda	Insecta	Hemiptera	Miridae	Phytocoris populi
Arthropoda	Insecta	Hemiptera	Miridae	Phytocoris tiliae
Arthropoda	Insecta	Hemiptera	Miridae	Phytocoris ulmi
Arthropoda	Insecta	Hemiptera	Miridae	Phytocoris varipes
Arthropoda	Insecta	Hemiptera	Miridae	Pilophorus cinnamopterus
Arthropoda	Insecta	Hemiptera	Miridae	Pilophorus clavatus
Arthropoda	Insecta	Hemiptera	Miridae	Pilophorus confusus
Arthropoda	Insecta	Hemiptera	Miridae	Pilophorus perplexus
Arthropoda	Insecta	Hemiptera	Miridae	Pilophorus simulans
Arthropoda	Insecta	Hemiptera	Miridae	Pinalitus atomarius
Arthropoda	Insecta	Hemiptera	Miridae	Pinalitus cervinus
Arthropoda	Insecta	Hemiptera	Miridae	Pinalitus oromii
Arthropoda	Insecta	Hemiptera	Miridae	Pinalitus rubricatus
Arthropoda	Insecta	Hemiptera	Miridae	Pinalitus viscicola
Arthropoda	Insecta	Hemiptera	Miridae	Pithanus hrabei
Arthropoda	Insecta	Hemiptera	Miridae	Pithanus maerkelii
Arthropoda	Insecta	Hemiptera	Miridae	Placochilus seladonicus
Arthropoda	Insecta	Hemiptera	Miridae	Plagiognathus arbustorum
Arthropoda	Insecta	Hemiptera	Miridae	Plagiognathus chrysanthemi
Arthropoda	Insecta	Hemiptera	Miridae	Plagiognathus fulvipennis
Arthropoda	Insecta	Hemiptera	Miridae	Plesiodema pinetella
Arthropoda	Insecta	Hemiptera	Miridae	Polymerus asperulae
Arthropoda	Insecta	Hemiptera	Miridae	Polymerus holosericeus
Arthropoda	Insecta	Hemiptera	Miridae	Polymerus lammesi
Arthropoda	Insecta	Hemiptera	Miridae	Polymerus microphthalmus
Arthropoda	Insecta	Hemiptera	Miridae	Polymerus nigrita
Arthropoda	Insecta	Hemiptera	Miridae	Polymerus palustris
Arthropoda	Insecta	Hemiptera	Miridae	Polymerus tepastus
Arthropoda	Insecta	Hemiptera	Miridae	Polymerus unifasciatus
Arthropoda	Insecta	Hemiptera	Miridae	Polymerus vulneratus
Arthropoda	Insecta	Hemiptera	Miridae	Psallodema fieberi
Arthropoda	Insecta	Hemiptera	Miridae	Psallopsis longicornis
Arthropoda	Insecta	Hemiptera	Miridae	Psallus aethiops
Arthropoda	Insecta	Hemiptera	Miridae	Psallus albicinctus
Arthropoda	Insecta	Hemiptera	Miridae	Psallus ambiguus
Arthropoda	Insecta	Hemiptera	Miridae	Psallus betuleti
Arthropoda	Insecta	Hemiptera	Miridae	Psallus confusus
Arthropoda	Insecta	Hemiptera	Miridae	Psallus falleni
Arthropoda	Insecta	Hemiptera	Miridae	Psallus flavellus
Arthropoda	Insecta	Hemiptera	Miridae	Psallus graminicola
Arthropoda	Insecta	Hemiptera	Miridae	Psallus haematodes
Arthropoda	Insecta	Hemiptera	Miridae	Psallus lapponicus
Arthropoda	Insecta	Hemiptera	Miridae	Psallus lepidus
Arthropoda	Insecta	Hemiptera	Miridae	Psallus luridus
Arthropoda	Insecta	Hemiptera	Miridae	Psallus mollis
Arthropoda	Insecta	Hemiptera	Miridae	Psallus montanus
Arthropoda	Insecta	Hemiptera	Miridae	Psallus perrisi
Arthropoda	Insecta	Hemiptera	Miridae	Psallus piceae
Arthropoda	Insecta	Hemiptera	Miridae	Psallus pseudoplatani
Arthropoda	Insecta	Hemiptera	Miridae	Psallus quercus
Arthropoda	Insecta	Hemiptera	Miridae	Psallus salicis
Arthropoda	Insecta	Hemiptera	Miridae	Psallus variabilis
Arthropoda	Insecta	Hemiptera	Miridae	Psallus varians
Arthropoda	Insecta	Hemiptera	Miridae	Psallus wagneri
Arthropoda	Insecta	Hemiptera	Miridae	Pseudoloxops coccineus
Arthropoda	Insecta	Hemiptera	Miridae	Reuteria marqueti
Arthropoda	Insecta	Hemiptera	Miridae	Reuterista instabilis
Arthropoda	Insecta	Hemiptera	Miridae	Rhabdomiris striatellus
Arthropoda	Insecta	Hemiptera	Miridae	Salicarus roseri
Arthropoda	Insecta	Hemiptera	Miridae	Stenodema calcarata
Arthropoda	Insecta	Hemiptera	Miridae	Stenodema holsata
Arthropoda	Insecta	Hemiptera	Miridae	Stenodema laevigata
Arthropoda	Insecta	Hemiptera	Miridae	Stenodema sericans
Arthropoda	Insecta	Hemiptera	Miridae	Stenodema trispinosa
Arthropoda	Insecta	Hemiptera	Miridae	Stenodema virens
Arthropoda	Insecta	Hemiptera	Miridae	Stenotus binotatus
Arthropoda	Insecta	Hemiptera	Miridae	Strongylocoris leucocephalus
Arthropoda	Insecta	Hemiptera	Miridae	Strongylocoris steganoides
Arthropoda	Insecta	Hemiptera	Miridae	Systellonotus triguttatus
Arthropoda	Insecta	Hemiptera	Miridae	Teratocoris antennatus
Arthropoda	Insecta	Hemiptera	Miridae	Teratocoris caricis
Arthropoda	Insecta	Hemiptera	Miridae	Teratocoris paludum
Arthropoda	Insecta	Hemiptera	Miridae	Teratocoris saundersi
Arthropoda	Insecta	Hemiptera	Miridae	Teratocoris viridis
Arthropoda	Insecta	Hemiptera	Miridae	Tinicephalus hortulanus
Arthropoda	Insecta	Hemiptera	Miridae	Trigonotylus caelestialium
Arthropoda	Insecta	Hemiptera	Miridae	Trigonotylus fuscitarsis
Arthropoda	Insecta	Hemiptera	Miridae	Trigonotylus psammaecolor
Arthropoda	Insecta	Hemiptera	Miridae	Trigonotylus pulchellus
Arthropoda	Insecta	Hemiptera	Miridae	Trigonotylus ruficornis
Arthropoda	Insecta	Hemiptera	Miridae	Tupiocoris rhododendri
Arthropoda	Insecta	Hemiptera	Miridae	Tuponia hippophaes
Arthropoda	Insecta	Hemiptera	Miridae	Tytthus pubescens
Arthropoda	Insecta	Hemiptera	Miridae	Tytthus pygmaeus
Arthropoda	Insecta	Hemiptera	Pentatomidae	Aelia acuminata
Arthropoda	Insecta	Hemiptera	Pentatomidae	Aelia klugii
Arthropoda	Insecta	Hemiptera	Pentatomidae	Aelia rostrata
Arthropoda	Insecta	Hemiptera	Pentatomidae	Ancyrosoma leucogrammes
Arthropoda	Insecta	Hemiptera	Pentatomidae	Apodiphus amygdali
Arthropoda	Insecta	Hemiptera	Pentatomidae	Arma custos
Arthropoda	Insecta	Hemiptera	Pentatomidae	Carpocoris fuscispinus
Arthropoda	Insecta	Hemiptera	Pentatomidae	Carpocoris mediterraneus
Arthropoda	Insecta	Hemiptera	Pentatomidae	Carpocoris melanocerus
Arthropoda	Insecta	Hemiptera	Pentatomidae	Carpocoris pudicus
Arthropoda	Insecta	Hemiptera	Pentatomidae	Carpocoris purpureipennis
Arthropoda	Insecta	Hemiptera	Pentatomidae	Chlorochroa juniperina
Arthropoda	Insecta	Hemiptera	Pentatomidae	Chlorochroa pinicola
Arthropoda	Insecta	Hemiptera	Pentatomidae	Dinorhynchus dybowskyi
Arthropoda	Insecta	Hemiptera	Pentatomidae	Dolycoris baccarum
Arthropoda	Insecta	Hemiptera	Pentatomidae	Dybowskyia reticulata
Arthropoda	Insecta	Hemiptera	Pentatomidae	Eurydema dominulus
Arthropoda	Insecta	Hemiptera	Pentatomidae	Eurydema oleracea
Arthropoda	Insecta	Hemiptera	Pentatomidae	Eurydema ornata
Arthropoda	Insecta	Hemiptera	Pentatomidae	Eurydema rotundicollis
Arthropoda	Insecta	Hemiptera	Pentatomidae	Eurydema ventralis
Arthropoda	Insecta	Hemiptera	Pentatomidae	Eysarcoris aeneus
Arthropoda	Insecta	Hemiptera	Pentatomidae	Eysarcoris ventralis
Arthropoda	Insecta	Hemiptera	Pentatomidae	Eysarcoris venustissimus
Arthropoda	Insecta	Hemiptera	Pentatomidae	Graphosoma italicum
Arthropoda	Insecta	Hemiptera	Pentatomidae	Graphosoma lineatum
Arthropoda	Insecta	Hemiptera	Pentatomidae	Graphosoma semipunctatum
Arthropoda	Insecta	Hemiptera	Pentatomidae	Halyomorpha halys
Arthropoda	Insecta	Hemiptera	Pentatomidae	Holcogaster fibulata
Arthropoda	Insecta	Hemiptera	Pentatomidae	Holcostethus sphacelatus
Arthropoda	Insecta	Hemiptera	Pentatomidae	Holcostethus strictus
Arthropoda	Insecta	Hemiptera	Pentatomidae	Holcostethus vernalis
Arthropoda	Insecta	Hemiptera	Pentatomidae	Mustha spinosula
Arthropoda	Insecta	Hemiptera	Pentatomidae	Neottiglossa leporina
Arthropoda	Insecta	Hemiptera	Pentatomidae	Neottiglossa pusilla
Arthropoda	Insecta	Hemiptera	Pentatomidae	Nezara viridula
Arthropoda	Insecta	Hemiptera	Pentatomidae	Palomena prasina
Arthropoda	Insecta	Hemiptera	Pentatomidae	Pentatoma rufipes
Arthropoda	Insecta	Hemiptera	Pentatomidae	Peribalus strictus
Arthropoda	Insecta	Hemiptera	Pentatomidae	Picromerus bidens
Arthropoda	Insecta	Hemiptera	Pentatomidae	Piezodorus lituratus
Arthropoda	Insecta	Hemiptera	Pentatomidae	Plautia stali
Arthropoda	Insecta	Hemiptera	Pentatomidae	Podops inunctus
Arthropoda	Insecta	Hemiptera	Pentatomidae	Rhacognathus punctatus
Arthropoda	Insecta	Hemiptera	Pentatomidae	Rhaphigaster nebulosa
Arthropoda	Insecta	Hemiptera	Pentatomidae	Rubiconia intermedia
Arthropoda	Insecta	Hemiptera	Pentatomidae	Sarju viridula
Arthropoda	Insecta	Hemiptera	Pentatomidae	Sciocoris cursitans
Arthropoda	Insecta	Hemiptera	Pentatomidae	Sciocoris homalonotus
Arthropoda	Insecta	Hemiptera	Pentatomidae	Sciocoris microphthalmus
Arthropoda	Insecta	Hemiptera	Pentatomidae	Sciocoris umbrinus
Arthropoda	Insecta	Hemiptera	Pentatomidae	Stagonomus amoenus
Arthropoda	Insecta	Hemiptera	Pentatomidae	Stagonomus bipunctatus
Arthropoda	Insecta	Hemiptera	Pentatomidae	Stagonomus grenieri
Arthropoda	Insecta	Hemiptera	Pentatomidae	Staria lunata
Arthropoda	Insecta	Hemiptera	Pentatomidae	Stenozygum coloratum
Arthropoda	Insecta	Hemiptera	Pentatomidae	Troilus luridus
Arthropoda	Insecta	Hemiptera	Pentatomidae	Ventocoris rusticus
Arthropoda	Insecta	Hemiptera	Pentatomidae	Zicrona caerulea
Arthropoda	Insecta	Hemiptera	Scutelleridae	Eurygaster austriaca
Arthropoda	Insecta	Hemiptera	Scutelleridae	Eurygaster dilaticollis
Arthropoda	Insecta	Hemiptera	Scutelleridae	Eurygaster integriceps
Arthropoda	Insecta	Hemiptera	Scutelleridae	Eurygaster maura
Arthropoda	Insecta	Hemiptera	Scutelleridae	Eurygaster testudinaria
Arthropoda	Insecta	Hemiptera	Scutelleridae	Odontoscelis fuliginosa
Arthropoda	Insecta	Hemiptera	Scutelleridae	Odontotarsus purpureolineatus
Arthropoda	Insecta	Hemiptera	Scutelleridae	Phimodera lapponica
Arthropoda	Insecta	Hemiptera	Scutelleridae	Psacasta exanthematica
Arthropoda	Insecta	Hemiptera	Scutelleridae	Sphyrocoris obliquus
Arthropoda	Insecta	Hymenoptera	Ammoplanidae	Ammoplanus hofferi
Arthropoda	Insecta	Hymenoptera	Ammoplanidae	Ammoplanus kaszabi
Arthropoda	Insecta	Hymenoptera	Ammoplanidae	Ammoplanus marathroicus
Arthropoda	Insecta	Hymenoptera	Ammoplanidae	Ammoplanus perrisi
Arthropoda	Insecta	Hymenoptera	Ammoplanidae	Ammoplanus pragensis
Arthropoda	Insecta	Hymenoptera	Ammoplanidae	Ammoplanus spJS1751
Arthropoda	Insecta	Hymenoptera	Ampulicidae	Dolichurus corniculus
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena GRC01
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena ITA01
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena RUS01
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena RUS02
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena RUS03
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena SPN1
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena TRK01
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena TRK02
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena abbreviata
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena aberrans
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena abrupta
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena aciculata
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena acuta
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena aeneiventris
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena aerinifrons
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena afzeliella
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena agilissima
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena albofasciata
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena alfkenella
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena alfkenelloides
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena allosa
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena alluaudi
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena alutacea
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena amieti
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena ampla
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena angustior
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena anthrisci
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena antigana
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena antonellae
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena apicata
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena argentata
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena asperrima s.s.
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena assimilis
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena avara
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena baetica
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena barbareae
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena barbilabris
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena batava
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena bayona
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena bellidis
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena benoisti
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena bicolor
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena bicolorata
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena biguttata
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena bimaculata
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena bisulcata
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena blanda
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena bluethgeni
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena brumanensis
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena bucephala
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena caneibia
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena carantonica
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena catula
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena chrysopus
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena chrysopyga
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena chrysosceles
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena cineraria
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena cinerea
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena clarkella
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena coitana
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena colletiformis
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena combaella
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena combinata
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena confinis
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena congruens
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena contracta
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena corax
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena croceiventris
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena curtivalvis
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena curtula
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena curvana
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena curvungula
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena danuvia
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena decipiens
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena denticulata
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena discors
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena distinguenda
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena djelfensis
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena dorsalis
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena dorsata
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena dourada
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena doursana
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena dubiosa
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena elegans
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena enslinella
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena fabrella
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena falsifica
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena farinosa
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena ferox
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena ferrugineicrus
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena fertoni
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena fimbriata
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena flavipes
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena florea
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena florentina
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena floricola
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena florivaga
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena foeniculae
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena freygessneri
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena fucata
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena fulica
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena fulva
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena fulvago
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena fulvata
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena fulvicornis
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena fulvida
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena fulvitarsis
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena funerea
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena fuscipes
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena fuscosa
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena gallica
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena gelriae
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena ghisbaini
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena glidia
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena gomerensis
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena granulosa
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena gravida
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena gredana
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena griseobalteata
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena haemorrhoa
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena hattorfiana
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena hedikae
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena helvola
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena hesperia
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena humilis
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena hyemala
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena hypopolia
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena hystrix
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena impressa
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena impunctata
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena incognita
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena intermedia
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena isolata
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena juliana
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena kriechbaumeri
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena labialis
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena labiata
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena lagopus
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena lamiana
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena lapponica
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena lateralis
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena lathyri
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena lepida
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena leptopyga
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena leucolippa
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena leucopsis
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena levante
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena limata
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena limbata
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena lineolata
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena livens
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena longibarbis
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena lusitania
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena marginata
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena mariana
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena medeninensis
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena mehelyi
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena melacana
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena minutula
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena minutuloides
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena mitis
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena mocsaryi
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena montana
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena montarca
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena morawitzi
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena morio
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena mucida
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena murana
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena nana
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena nanula
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena nasuta
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena nebularia
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena nigroaenea
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena nigroolivacea
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena nigrospina
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena nitida
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena nitidiuscula
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena nitidula
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena niveata
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena nobilis
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena numida
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena nuptialis
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena nycthemera
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena oralis
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena orana
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena orbitalis
Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena ortizi
