phylum	class	order	family	species
Arthropoda	Insecta	Lepidoptera	Gracillariidae	Phyllonorycter sorbi
Arthropoda	Insecta	Lepidoptera	Gracillariidae	Phyllonorycter sorbicola
Arthropoda	Insecta	Lepidoptera	Gracillariidae	Phyllonorycter spCyprus
Arthropoda	Insecta	Lepidoptera	Gracillariidae	Phyllonorycter spPeloponnese
Arthropoda	Insecta	Lepidoptera	Gracillariidae	Phyllonorycter spinicolella
Arthropoda	Insecta	Lepidoptera	Gracillariidae	Phyllonorycter staintoniella
Arthropoda	Insecta	Lepidoptera	Gracillariidae	Phyllonorycter stettinensis
Arthropoda	Insecta	Lepidoptera	Gracillariidae	Phyllonorycter strigulatella
Arthropoda	Insecta	Lepidoptera	Gracillariidae	Phyllonorycter suaveolentis
Arthropoda	Insecta	Lepidoptera	Gracillariidae	Phyllonorycter suberifoliella
Arthropoda	Insecta	Lepidoptera	Gracillariidae	Phyllonorycter sublautella
Arthropoda	Insecta	Lepidoptera	Gracillariidae	Phyllonorycter tauricus
Arthropoda	Insecta	Lepidoptera	Gracillariidae	Phyllonorycter telinella
Arthropoda	Insecta	Lepidoptera	Gracillariidae	Phyllonorycter tenerella
Arthropoda	Insecta	Lepidoptera	Gracillariidae	Phyllonorycter tridentatae
Arthropoda	Insecta	Lepidoptera	Gracillariidae	Phyllonorycter trifasciella
Arthropoda	Insecta	Lepidoptera	Gracillariidae	Phyllonorycter triflorella
Arthropoda	Insecta	Lepidoptera	Gracillariidae	Phyllonorycter trifoliella
Arthropoda	Insecta	Lepidoptera	Gracillariidae	Phyllonorycter tristrigella
Arthropoda	Insecta	Lepidoptera	Gracillariidae	Phyllonorycter trojana
Arthropoda	Insecta	Lepidoptera	Gracillariidae	Phyllonorycter troodi
Arthropoda	Insecta	Lepidoptera	Gracillariidae	Phyllonorycter ulicicolella
Arthropoda	Insecta	Lepidoptera	Gracillariidae	Phyllonorycter ulmifoliella
Arthropoda	Insecta	Lepidoptera	Gracillariidae	Phyllonorycter viciae
Arthropoda	Insecta	Lepidoptera	Gracillariidae	Phyllonorycter viminetorum
Arthropoda	Insecta	Lepidoptera	Gracillariidae	Phyllonorycter vueltas
Arthropoda	Insecta	Lepidoptera	Gracillariidae	Phyllonorycter vulturella
Arthropoda	Insecta	Lepidoptera	Gracillariidae	Povolnya leucapennella
Arthropoda	Insecta	Lepidoptera	Gracillariidae	Sabulopteryx inquinata
Arthropoda	Insecta	Lepidoptera	Gracillariidae	Sabulopteryx limosella
Arthropoda	Insecta	Lepidoptera	Gracillariidae	Sauterina hofmanniella
Arthropoda	Insecta	Lepidoptera	Gracillariidae	Spulerina simploniella
Arthropoda	Insecta	Lepidoptera	Gracillariidae	Stomphastis spCrete
Arthropoda	Insecta	Lepidoptera	Gracillariidae	Triberta HelianthemumcanarienseCanary
Arthropoda	Insecta	Lepidoptera	Gracillariidae	Triberta cistifoliella
Arthropoda	Insecta	Lepidoptera	Gracillariidae	Triberta helianthemella
Arthropoda	Insecta	Lepidoptera	Heliozelidae	Antispila metallella
Arthropoda	Insecta	Lepidoptera	Heliozelidae	Antispila petryi
Arthropoda	Insecta	Lepidoptera	Heliozelidae	Antispila treitschkiella
Arthropoda	Insecta	Lepidoptera	Heliozelidae	Antispilina ludwigi
Arthropoda	Insecta	Lepidoptera	Heliozelidae	Aspilanta oinophylla
Arthropoda	Insecta	Lepidoptera	Heliozelidae	Coptodisca lucifluella
Arthropoda	Insecta	Lepidoptera	Heliozelidae	Heliozela hammoniella
Arthropoda	Insecta	Lepidoptera	Heliozelidae	Heliozela resplendella
Arthropoda	Insecta	Lepidoptera	Heliozelidae	Heliozela sericiella
Arthropoda	Insecta	Lepidoptera	Heliozelidae	Heliozela unknownLesbos.EvN4606
Arthropoda	Insecta	Lepidoptera	Heliozelidae	Holocacista rivillei
Arthropoda	Insecta	Lepidoptera	Hepialidae	Gazoryctra fuscoargenteus
Arthropoda	Insecta	Lepidoptera	Hepialidae	Gazoryctra ganna
Arthropoda	Insecta	Lepidoptera	Hepialidae	Gazoryctra uralensis
Arthropoda	Insecta	Lepidoptera	Hepialidae	Hepialus humuli
Arthropoda	Insecta	Lepidoptera	Hepialidae	Hepialus sylvina
Arthropoda	Insecta	Lepidoptera	Hepialidae	Korscheltellus fusconebulosa
Arthropoda	Insecta	Lepidoptera	Hepialidae	Korscheltellus lupulina
Arthropoda	Insecta	Lepidoptera	Hepialidae	Pharmacis aemilianus
Arthropoda	Insecta	Lepidoptera	Hepialidae	Pharmacis anselminae
Arthropoda	Insecta	Lepidoptera	Hepialidae	Pharmacis bertrandi
Arthropoda	Insecta	Lepidoptera	Hepialidae	Pharmacis carna
Arthropoda	Insecta	Lepidoptera	Hepialidae	Pharmacis claudiae
Arthropoda	Insecta	Lepidoptera	Hepialidae	Phymatopus hecta
Arthropoda	Insecta	Lepidoptera	Hepialidae	Triodia adriaticus
Arthropoda	Insecta	Lepidoptera	Hepialidae	Triodia sylvina
Arthropoda	Insecta	Lepidoptera	Hesperiidae	Borbo borbonica
Arthropoda	Insecta	Lepidoptera	Hesperiidae	Carcharodus alceae
Arthropoda	Insecta	Lepidoptera	Hesperiidae	Carcharodus baeticus
Arthropoda	Insecta	Lepidoptera	Hesperiidae	Carcharodus floccifera
Arthropoda	Insecta	Lepidoptera	Hesperiidae	Carcharodus lavatherae
Arthropoda	Insecta	Lepidoptera	Hesperiidae	Carcharodus orientalis
Arthropoda	Insecta	Lepidoptera	Hesperiidae	Carcharodus stauderi
Arthropoda	Insecta	Lepidoptera	Hesperiidae	Carcharodus tripolinus
Arthropoda	Insecta	Lepidoptera	Hesperiidae	Carterocephalus palaemon
Arthropoda	Insecta	Lepidoptera	Hesperiidae	Carterocephalus silvicola
Arthropoda	Insecta	Lepidoptera	Hesperiidae	Carterocephalus silvicolus
Arthropoda	Insecta	Lepidoptera	Hesperiidae	Eogenes alcides
Arthropoda	Insecta	Lepidoptera	Hesperiidae	Erynnis marloyi
Arthropoda	Insecta	Lepidoptera	Hesperiidae	Erynnis popoviana
Arthropoda	Insecta	Lepidoptera	Hesperiidae	Erynnis tages
Arthropoda	Insecta	Lepidoptera	Hesperiidae	Gegenes nostradamus
Arthropoda	Insecta	Lepidoptera	Hesperiidae	Gegenes nostrodamus
Arthropoda	Insecta	Lepidoptera	Hesperiidae	Gegenes pumilio
Arthropoda	Insecta	Lepidoptera	Hesperiidae	Hesperia comma
Arthropoda	Insecta	Lepidoptera	Hesperiidae	Heteropterus morpheus
Arthropoda	Insecta	Lepidoptera	Hesperiidae	Muschampia alta
Arthropoda	Insecta	Lepidoptera	Hesperiidae	Muschampia cribrellum
Arthropoda	Insecta	Lepidoptera	Hesperiidae	Muschampia proteides
Arthropoda	Insecta	Lepidoptera	Hesperiidae	Muschampia proto
Arthropoda	Insecta	Lepidoptera	Hesperiidae	Muschampia sovietica
Arthropoda	Insecta	Lepidoptera	Hesperiidae	Muschampia tersa
Arthropoda	Insecta	Lepidoptera	Hesperiidae	Muschampia tessellum
Arthropoda	Insecta	Lepidoptera	Hesperiidae	Ochlodes faunus
Arthropoda	Insecta	Lepidoptera	Hesperiidae	Ochlodes subhyalina
Arthropoda	Insecta	Lepidoptera	Hesperiidae	Ochlodes sylvanus
Arthropoda	Insecta	Lepidoptera	Hesperiidae	Ochlodes sylvicola
Arthropoda	Insecta	Lepidoptera	Hesperiidae	Ochlodes venata
Arthropoda	Insecta	Lepidoptera	Hesperiidae	Ochlodes venatus
Arthropoda	Insecta	Lepidoptera	Hesperiidae	Parnara bada
Arthropoda	Insecta	Lepidoptera	Hesperiidae	Pelopidas thrax
Arthropoda	Insecta	Lepidoptera	Hesperiidae	Pyrgus AH01Gg
Arthropoda	Insecta	Lepidoptera	Hesperiidae	Pyrgus accreta
Arthropoda	Insecta	Lepidoptera	Hesperiidae	Pyrgus accretus
Arthropoda	Insecta	Lepidoptera	Hesperiidae	Pyrgus alveus
Arthropoda	Insecta	Lepidoptera	Hesperiidae	Pyrgus andromedae
Arthropoda	Insecta	Lepidoptera	Hesperiidae	Pyrgus armoricanus
Arthropoda	Insecta	Lepidoptera	Hesperiidae	Pyrgus bellieri
Arthropoda	Insecta	Lepidoptera	Hesperiidae	Pyrgus bolkariensis
Arthropoda	Insecta	Lepidoptera	Hesperiidae	Pyrgus cacaliae
Arthropoda	Insecta	Lepidoptera	Hesperiidae	Pyrgus carlinae
Arthropoda	Insecta	Lepidoptera	Hesperiidae	Pyrgus carthami
Arthropoda	Insecta	Lepidoptera	Hesperiidae	Pyrgus centaureae
Arthropoda	Insecta	Lepidoptera	Hesperiidae	Pyrgus cinarae
Arthropoda	Insecta	Lepidoptera	Hesperiidae	Pyrgus cirsii
Arthropoda	Insecta	Lepidoptera	Hesperiidae	Pyrgus foulquieri
Arthropoda	Insecta	Lepidoptera	Hesperiidae	Pyrgus malvae
Arthropoda	Insecta	Lepidoptera	Hesperiidae	Pyrgus malvoides
Arthropoda	Insecta	Lepidoptera	Hesperiidae	Pyrgus melotis
Arthropoda	Insecta	Lepidoptera	Hesperiidae	Pyrgus onopordi
Arthropoda	Insecta	Lepidoptera	Hesperiidae	Pyrgus persicus
Arthropoda	Insecta	Lepidoptera	Hesperiidae	Pyrgus scriptura
Arthropoda	Insecta	Lepidoptera	Hesperiidae	Pyrgus serratulae
Arthropoda	Insecta	Lepidoptera	Hesperiidae	Pyrgus sibericus
Arthropoda	Insecta	Lepidoptera	Hesperiidae	Pyrgus sibirica
Arthropoda	Insecta	Lepidoptera	Hesperiidae	Pyrgus sidae
Arthropoda	Insecta	Lepidoptera	Hesperiidae	Pyrgus speyeri
Arthropoda	Insecta	Lepidoptera	Hesperiidae	Pyrgus trebevicensis
Arthropoda	Insecta	Lepidoptera	Hesperiidae	Pyrgus warrenensis
Arthropoda	Insecta	Lepidoptera	Hesperiidae	Spialia ali
Arthropoda	Insecta	Lepidoptera	Hesperiidae	Spialia orbifer
Arthropoda	Insecta	Lepidoptera	Hesperiidae	Spialia phlomidis
Arthropoda	Insecta	Lepidoptera	Hesperiidae	Spialia rosae
Arthropoda	Insecta	Lepidoptera	Hesperiidae	Spialia sertorius
Arthropoda	Insecta	Lepidoptera	Hesperiidae	Spialia therapne
Arthropoda	Insecta	Lepidoptera	Hesperiidae	Thymelicus acteon
Arthropoda	Insecta	Lepidoptera	Hesperiidae	Thymelicus christi
Arthropoda	Insecta	Lepidoptera	Hesperiidae	Thymelicus hamza
Arthropoda	Insecta	Lepidoptera	Hesperiidae	Thymelicus hyrax
Arthropoda	Insecta	Lepidoptera	Hesperiidae	Thymelicus lineola
Arthropoda	Insecta	Lepidoptera	Hesperiidae	Thymelicus sylvestris
Arthropoda	Insecta	Lepidoptera	Heterogynidae	Heterogynis affinis
Arthropoda	Insecta	Lepidoptera	Heterogynidae	Heterogynis andalusica
Arthropoda	Insecta	Lepidoptera	Heterogynidae	Heterogynis canalensis
Arthropoda	Insecta	Lepidoptera	Heterogynidae	Heterogynis cynetes
Arthropoda	Insecta	Lepidoptera	Heterogynidae	Heterogynis paradoxa
Arthropoda	Insecta	Lepidoptera	Heterogynidae	Heterogynis penella
Arthropoda	Insecta	Lepidoptera	Heterogynidae	Heterogynis segurana
Arthropoda	Insecta	Lepidoptera	Heterogynidae	Heterogynis sondereggeri
Arthropoda	Insecta	Lepidoptera	Heterogynidae	Heterogynis valdeblorensis
Arthropoda	Insecta	Lepidoptera	Heterogynidae	Heterogynis yerayi
Arthropoda	Insecta	Lepidoptera	Heterogynidae	Heterogynis zikici
Arthropoda	Insecta	Lepidoptera	Incurvariidae	Alloclemensia mesospilella
Arthropoda	Insecta	Lepidoptera	Incurvariidae	Crinopteryx familiella
Arthropoda	Insecta	Lepidoptera	Incurvariidae	Incurvaria circulella
Arthropoda	Insecta	Lepidoptera	Incurvariidae	Incurvaria koerneriella
Arthropoda	Insecta	Lepidoptera	Incurvariidae	Incurvaria masculella
Arthropoda	Insecta	Lepidoptera	Incurvariidae	Incurvaria oehlmanniella
Arthropoda	Insecta	Lepidoptera	Incurvariidae	Incurvaria pectinea
Arthropoda	Insecta	Lepidoptera	Incurvariidae	Incurvaria pirinella
Arthropoda	Insecta	Lepidoptera	Incurvariidae	Incurvaria ploessli
Arthropoda	Insecta	Lepidoptera	Incurvariidae	Incurvaria praelatella
Arthropoda	Insecta	Lepidoptera	Incurvariidae	Incurvaria stangei
Arthropoda	Insecta	Lepidoptera	Incurvariidae	Incurvaria triglavensis
Arthropoda	Insecta	Lepidoptera	Incurvariidae	Incurvaria vetulella
Arthropoda	Insecta	Lepidoptera	Incurvariidae	Paraclemensia cyanella
Arthropoda	Insecta	Lepidoptera	Incurvariidae	Phylloporia bistrigella
Arthropoda	Insecta	Lepidoptera	Incurvariidae	Simacauda dicommatias
Arthropoda	Insecta	Lepidoptera	Incurvariidae	Vespina slovaciella
Arthropoda	Insecta	Lepidoptera	Lasiocampidae	Amurilla subpurpurea
Arthropoda	Insecta	Lepidoptera	Lasiocampidae	Chondrostega pastrana
Arthropoda	Insecta	Lepidoptera	Lasiocampidae	Chondrostega vandalicia
Arthropoda	Insecta	Lepidoptera	Lasiocampidae	Cosmotriche lobulina
Arthropoda	Insecta	Lepidoptera	Lasiocampidae	Cosmotriche lunigera
Arthropoda	Insecta	Lepidoptera	Lasiocampidae	Dendrolimus kilmez
Arthropoda	Insecta	Lepidoptera	Lasiocampidae	Dendrolimus pini
Arthropoda	Insecta	Lepidoptera	Lasiocampidae	Dendrolimus sibiricuc
Arthropoda	Insecta	Lepidoptera	Lasiocampidae	Dendrolimus sibiricus
Arthropoda	Insecta	Lepidoptera	Lasiocampidae	Dendrolimus superans
Arthropoda	Insecta	Lepidoptera	Lasiocampidae	Eriogaster amygdali
Arthropoda	Insecta	Lepidoptera	Lasiocampidae	Eriogaster arbusculae
Arthropoda	Insecta	Lepidoptera	Lasiocampidae	Eriogaster catax
Arthropoda	Insecta	Lepidoptera	Lasiocampidae	Eriogaster czipkai
Arthropoda	Insecta	Lepidoptera	Lasiocampidae	Eriogaster inspersa
Arthropoda	Insecta	Lepidoptera	Lasiocampidae	Eriogaster lanestris
Arthropoda	Insecta	Lepidoptera	Lasiocampidae	Eriogaster rimicola
Arthropoda	Insecta	Lepidoptera	Lasiocampidae	Euthrix albomaculata
Arthropoda	Insecta	Lepidoptera	Lasiocampidae	Euthrix laeta
Arthropoda	Insecta	Lepidoptera	Lasiocampidae	Euthrix potatoria
Arthropoda	Insecta	Lepidoptera	Lasiocampidae	Gastropacha clathrata
Arthropoda	Insecta	Lepidoptera	Lasiocampidae	Gastropacha populifolia
Arthropoda	Insecta	Lepidoptera	Lasiocampidae	Gastropacha quercifolia
Arthropoda	Insecta	Lepidoptera	Lasiocampidae	Lasiocampa cocles
Arthropoda	Insecta	Lepidoptera	Lasiocampidae	Lasiocampa grandis
Arthropoda	Insecta	Lepidoptera	Lasiocampidae	Lasiocampa quercus
Arthropoda	Insecta	Lepidoptera	Lasiocampidae	Lasiocampa trifolii
Arthropoda	Insecta	Lepidoptera	Lasiocampidae	Macrothylacia digramma
Arthropoda	Insecta	Lepidoptera	Lasiocampidae	Macrothylacia rubi
Arthropoda	Insecta	Lepidoptera	Lasiocampidae	Malacosoma alpicola
Arthropoda	Insecta	Lepidoptera	Lasiocampidae	Malacosoma castrense
Arthropoda	Insecta	Lepidoptera	Lasiocampidae	Malacosoma castrensis
Arthropoda	Insecta	Lepidoptera	Lasiocampidae	Malacosoma franconica
Arthropoda	Insecta	Lepidoptera	Lasiocampidae	Malacosoma franconicum
Arthropoda	Insecta	Lepidoptera	Lasiocampidae	Malacosoma neustria
Arthropoda	Insecta	Lepidoptera	Lasiocampidae	Odonestis pruni
Arthropoda	Insecta	Lepidoptera	Lasiocampidae	Pachypasa otus
Arthropoda	Insecta	Lepidoptera	Lasiocampidae	Paralebeda femorata
Arthropoda	Insecta	Lepidoptera	Lasiocampidae	Phyllodesma glasunowi
Arthropoda	Insecta	Lepidoptera	Lasiocampidae	Phyllodesma ilicifolia
Arthropoda	Insecta	Lepidoptera	Lasiocampidae	Phyllodesma japonica
Arthropoda	Insecta	Lepidoptera	Lasiocampidae	Phyllodesma japonicum
Arthropoda	Insecta	Lepidoptera	Lasiocampidae	Phyllodesma joannisi
Arthropoda	Insecta	Lepidoptera	Lasiocampidae	Phyllodesma jurii
Arthropoda	Insecta	Lepidoptera	Lasiocampidae	Phyllodesma kermesifolia
Arthropoda	Insecta	Lepidoptera	Lasiocampidae	Phyllodesma kermesifolium
Arthropoda	Insecta	Lepidoptera	Lasiocampidae	Phyllodesma suberifolia
Arthropoda	Insecta	Lepidoptera	Lasiocampidae	Phyllodesma tremulifolia
Arthropoda	Insecta	Lepidoptera	Lasiocampidae	Phyllodesma tremulifolium
Arthropoda	Insecta	Lepidoptera	Lasiocampidae	Poecilocampa alpina
Arthropoda	Insecta	Lepidoptera	Lasiocampidae	Poecilocampa coluchei
Arthropoda	Insecta	Lepidoptera	Lasiocampidae	Poecilocampa populi
Arthropoda	Insecta	Lepidoptera	Lasiocampidae	Poecilocampa populli
Arthropoda	Insecta	Lepidoptera	Lasiocampidae	Poecilocampa tamanukii
Arthropoda	Insecta	Lepidoptera	Lasiocampidae	Poecilocampa tenera
Arthropoda	Insecta	Lepidoptera	Lasiocampidae	Psilogaster loti
Arthropoda	Insecta	Lepidoptera	Lasiocampidae	Streblote panda
Arthropoda	Insecta	Lepidoptera	Lasiocampidae	Syrastrenopsis moltrechti
Arthropoda	Insecta	Lepidoptera	Lasiocampidae	Trichiura castiliana
Arthropoda	Insecta	Lepidoptera	Lasiocampidae	Trichiura crataegi
Arthropoda	Insecta	Lepidoptera	Lasiocampidae	Trichiura ilicis
Arthropoda	Insecta	Lepidoptera	Lasiocampidae	Trichiura stroehlei
Arthropoda	Insecta	Lepidoptera	Lasiocampidae	Trichiura verenae
Arthropoda	Insecta	Lepidoptera	Lecithoceridae	Eurodachtha canigella
Arthropoda	Insecta	Lepidoptera	Lecithoceridae	Eurodachtha pallicornella
Arthropoda	Insecta	Lepidoptera	Lecithoceridae	Homaloxestis briantiella
Arthropoda	Insecta	Lepidoptera	Lecithoceridae	Lecithocera nigrana
Arthropoda	Insecta	Lepidoptera	Lecithoceridae	Xenotorodor stygioxanthus
Arthropoda	Insecta	Lepidoptera	Limacodidae	Apoda creticum
Arthropoda	Insecta	Lepidoptera	Limacodidae	Apoda limacodes
Arthropoda	Insecta	Lepidoptera	Limacodidae	Austrapoda dentatus
Arthropoda	Insecta	Lepidoptera	Limacodidae	Chibaraga banghaasi
Arthropoda	Insecta	Lepidoptera	Limacodidae	Heterogenea asella
Arthropoda	Insecta	Lepidoptera	Limacodidae	Hoyosia codeti
Arthropoda	Insecta	Lepidoptera	Limacodidae	Microleon longipalpis
Arthropoda	Insecta	Lepidoptera	Limacodidae	Monema flavescens
Arthropoda	Insecta	Lepidoptera	Limacodidae	Narosoideus flavidorsalis
Arthropoda	Insecta	Lepidoptera	Limacodidae	Narosoideus fuscicostalis
Arthropoda	Insecta	Lepidoptera	Limacodidae	Parasa consocia
Arthropoda	Insecta	Lepidoptera	Limacodidae	Parasa hilarula
Arthropoda	Insecta	Lepidoptera	Limacodidae	Parasa inexpectata
Arthropoda	Insecta	Lepidoptera	Lycaenidae	Agriades alcedo
Arthropoda	Insecta	Lepidoptera	Lycaenidae	Agriades aquilo
Arthropoda	Insecta	Lepidoptera	Lycaenidae	Agriades dardanus
Arthropoda	Insecta	Lepidoptera	Lycaenidae	Agriades diodorus
Arthropoda	Insecta	Lepidoptera	Lycaenidae	Agriades glandon
Arthropoda	Insecta	Lepidoptera	Lycaenidae	Agriades loewii
Arthropoda	Insecta	Lepidoptera	Lycaenidae	Agriades optilete
Arthropoda	Insecta	Lepidoptera	Lycaenidae	Agriades orbitula
Arthropoda	Insecta	Lepidoptera	Lycaenidae	Agriades orbitulus
Arthropoda	Insecta	Lepidoptera	Lycaenidae	Agriades pyrenaicus
Arthropoda	Insecta	Lepidoptera	Lycaenidae	Agriades zullichi
Arthropoda	Insecta	Lepidoptera	Lycaenidae	Agrodiaetus escheri
Arthropoda	Insecta	Lepidoptera	Lycaenidae	Agrodiaetus thersites
Arthropoda	Insecta	Lepidoptera	Lycaenidae	Ahlbergia frivaldszkyi
Arthropoda	Insecta	Lepidoptera	Lycaenidae	Antigius attilia
Arthropoda	Insecta	Lepidoptera	Lycaenidae	Aricia agestis
Arthropoda	Insecta	Lepidoptera	Lycaenidae	Aricia anteros
Arthropoda	Insecta	Lepidoptera	Lycaenidae	Aricia artaxerxes
Arthropoda	Insecta	Lepidoptera	Lycaenidae	Aricia cramera
Arthropoda	Insecta	Lepidoptera	Lycaenidae	Aricia crassipuncta
Arthropoda	Insecta	Lepidoptera	Lycaenidae	Aricia eumedon
Arthropoda	Insecta	Lepidoptera	Lycaenidae	Aricia isauricus
Arthropoda	Insecta	Lepidoptera	Lycaenidae	Aricia montensis
Arthropoda	Insecta	Lepidoptera	Lycaenidae	Aricia morronensis
Arthropoda	Insecta	Lepidoptera	Lycaenidae	Aricia nicias
Arthropoda	Insecta	Lepidoptera	Lycaenidae	Aricia teberdina
Arthropoda	Insecta	Lepidoptera	Lycaenidae	Aricia torulensis
Arthropoda	Insecta	Lepidoptera	Lycaenidae	Azanus jesous
Arthropoda	Insecta	Lepidoptera	Lycaenidae	Azanus ubaldus
Arthropoda	Insecta	Lepidoptera	Lycaenidae	Cacyreus marshalli
Arthropoda	Insecta	Lepidoptera	Lycaenidae	Callophrys armeniaca
Arthropoda	Insecta	Lepidoptera	Lycaenidae	Callophrys avis
Arthropoda	Insecta	Lepidoptera	Lycaenidae	Callophrys butlerovi
Arthropoda	Insecta	Lepidoptera	Lycaenidae	Callophrys chalybeitincta
Arthropoda	Insecta	Lepidoptera	Lycaenidae	Callophrys danchenkoi
Arthropoda	Insecta	Lepidoptera	Lycaenidae	Callophrys paulae
Arthropoda	Insecta	Lepidoptera	Lycaenidae	Callophrys rubi
Arthropoda	Insecta	Lepidoptera	Lycaenidae	Callophrys schamyi
Arthropoda	Insecta	Lepidoptera	Lycaenidae	Callophrys suaveola
Arthropoda	Insecta	Lepidoptera	Lycaenidae	Celastrina argiolus
Arthropoda	Insecta	Lepidoptera	Lycaenidae	Chylades trochylus
Arthropoda	Insecta	Lepidoptera	Lycaenidae	Cigaritis acamas
Arthropoda	Insecta	Lepidoptera	Lycaenidae	Cupido alcetas
Arthropoda	Insecta	Lepidoptera	Lycaenidae	Cupido argiades
Arthropoda	Insecta	Lepidoptera	Lycaenidae	Cupido carswelli
Arthropoda	Insecta	Lepidoptera	Lycaenidae	Cupido decolorata
Arthropoda	Insecta	Lepidoptera	Lycaenidae	Cupido decoloratus
Arthropoda	Insecta	Lepidoptera	Lycaenidae	Cupido lorquinii
Arthropoda	Insecta	Lepidoptera	Lycaenidae	Cupido minimus
Arthropoda	Insecta	Lepidoptera	Lycaenidae	Cupido osiris
Arthropoda	Insecta	Lepidoptera	Lycaenidae	Cyaniris semiargus
Arthropoda	Insecta	Lepidoptera	Lycaenidae	Cyclargus thomasi
Arthropoda	Insecta	Lepidoptera	Lycaenidae	Cyclyrius webbianus
Arthropoda	Insecta	Lepidoptera	Lycaenidae	Electrostrymon angerona
Arthropoda	Insecta	Lepidoptera	Lycaenidae	Eumedonia eumedon
Arthropoda	Insecta	Lepidoptera	Lycaenidae	Everes argiades
Arthropoda	Insecta	Lepidoptera	Lycaenidae	Favonius cognatus
Arthropoda	Insecta	Lepidoptera	Lycaenidae	Favonius jezoensis
Arthropoda	Insecta	Lepidoptera	Lycaenidae	Favonius quercus
Arthropoda	Insecta	Lepidoptera	Lycaenidae	Favonius taxila
Arthropoda	Insecta	Lepidoptera	Lycaenidae	Fixsenia pruni
Arthropoda	Insecta	Lepidoptera	Lycaenidae	Freyeria trochylus
Arthropoda	Insecta	Lepidoptera	Lycaenidae	Glabroculus cyane
Arthropoda	Insecta	Lepidoptera	Lycaenidae	Glaucopsyche alexis
Arthropoda	Insecta	Lepidoptera	Lycaenidae	Glaucopsyche argali
Arthropoda	Insecta	Lepidoptera	Lycaenidae	Glaucopsyche lycormas
Arthropoda	Insecta	Lepidoptera	Lycaenidae	Glaucopsyche lygdamus
Arthropoda	Insecta	Lepidoptera	Lycaenidae	Glaucopsyche melanops
Arthropoda	Insecta	Lepidoptera	Lycaenidae	Glaucopsyche paphos
Arthropoda	Insecta	Lepidoptera	Lycaenidae	Heodes virgaureae
Arthropoda	Insecta	Lepidoptera	Lycaenidae	Iolana debilitata
Arthropoda	Insecta	Lepidoptera	Lycaenidae	Iolana iolas
Arthropoda	Insecta	Lepidoptera	Lycaenidae	Japonica onoi
Arthropoda	Insecta	Lepidoptera	Lycaenidae	Kretania eurypilus
Arthropoda	Insecta	Lepidoptera	Lycaenidae	Kretania hesperica
Arthropoda	Insecta	Lepidoptera	Lycaenidae	Kretania modica
Arthropoda	Insecta	Lepidoptera	Lycaenidae	Kretania psylorita
Arthropoda	Insecta	Lepidoptera	Lycaenidae	Kretania pylaon
Arthropoda	Insecta	Lepidoptera	Lycaenidae	Kretania sephirus
Arthropoda	Insecta	Lepidoptera	Lycaenidae	Kretania stekolnikovi
Arthropoda	Insecta	Lepidoptera	Lycaenidae	Kretania trappi
Arthropoda	Insecta	Lepidoptera	Lycaenidae	Kretania zephyrinus
Arthropoda	Insecta	Lepidoptera	Lycaenidae	Laeosopis roboris
Arthropoda	Insecta	Lepidoptera	Lycaenidae	Lampides boeticus
Arthropoda	Insecta	Lepidoptera	Lycaenidae	Leptotes pirithous
Arthropoda	Insecta	Lepidoptera	Lycaenidae	Leptotes webbianus
Arthropoda	Insecta	Lepidoptera	Lycaenidae	Luthrodes galba
Arthropoda	Insecta	Lepidoptera	Lycaenidae	Lycaeides idas
Arthropoda	Insecta	Lepidoptera	Lycaenidae	Lycaena alciphron
Arthropoda	Insecta	Lepidoptera	Lycaenidae	Lycaena bleusei
Arthropoda	Insecta	Lepidoptera	Lycaenidae	Lycaena candens
Arthropoda	Insecta	Lepidoptera	Lycaenidae	Lycaena dimorpha
Arthropoda	Insecta	Lepidoptera	Lycaenidae	Lycaena dispar
Arthropoda	Insecta	Lepidoptera	Lycaenidae	Lycaena helle
Arthropoda	Insecta	Lepidoptera	Lycaenidae	Lycaena hippothoe
Arthropoda	Insecta	Lepidoptera	Lycaenidae	Lycaena ochimus
Arthropoda	Insecta	Lepidoptera	Lycaenidae	Lycaena ottomana
Arthropoda	Insecta	Lepidoptera	Lycaenidae	Lycaena phlaeas
Arthropoda	Insecta	Lepidoptera	Lycaenidae	Lycaena thersamon
Arthropoda	Insecta	Lepidoptera	Lycaenidae	Lycaena thetis
Arthropoda	Insecta	Lepidoptera	Lycaenidae	Lycaena tityrus
Arthropoda	Insecta	Lepidoptera	Lycaenidae	Lycaena virgaureae
Arthropoda	Insecta	Lepidoptera	Lycaenidae	Lysandra albicans
Arthropoda	Insecta	Lepidoptera	Lycaenidae	Lysandra bellargus
Arthropoda	Insecta	Lepidoptera	Lycaenidae	Lysandra caelestissima
Arthropoda	Insecta	Lepidoptera	Lycaenidae	Lysandra caelestissimus
Arthropoda	Insecta	Lepidoptera	Lycaenidae	Lysandra coridon
Arthropoda	Insecta	Lepidoptera	Lycaenidae	Lysandra corydonius
Arthropoda	Insecta	Lepidoptera	Lycaenidae	Lysandra dezina
Arthropoda	Insecta	Lepidoptera	Lycaenidae	Lysandra gennargenti
Arthropoda	Insecta	Lepidoptera	Lycaenidae	Lysandra hispana
Arthropoda	Insecta	Lepidoptera	Lycaenidae	Lysandra ossmar
Arthropoda	Insecta	Lepidoptera	Lycaenidae	Lysandra slovacus
