species	marker_code	kingdom
Cistella pinicola	COI-5P	Animalia
Cistella incrustata	COI-5P	Animalia
Discocistella acuum	COI-5P	Animalia
Lasiobolus pulcherrimus	COI-5P	Animalia
Cheilymenia oligotricha	COI-5P	Animalia
Cheilymenia fimicola	COI-5P	Animalia
Auricularia persistens	COI-5P	Animalia
Corticium nyssae	COI-5P	Animalia
Phylacteria micheneri	COI-5P	Animalia
Stereum ardoisiacum	COI-5P	Animalia
Stereum argentinum	COI-5P	Animalia
Stereum atrozonatum	COI-5P	Animalia
Stereum lilacinum	COI-5P	Animalia
Stereum micheneri	COI-5P	Animalia
Stereum nipponicum	COI-5P	Animalia
Stereum pergameneum	COI-5P	Animalia
Stereum purpureum	COI-5P	Animalia
Stereum rugosiusculum	COI-5P	Animalia
Stereum spegazzinianum	COI-5P	Animalia
Stereum vorticosum	COI-5P	Animalia
Terana nyssae	COI-5P	Animalia
Thelephora purpurea	COI-5P	Animalia
Thelephora vorticosa	COI-5P	Animalia
Venturia rhododendri	COI-5P	Animalia
Chlorosplenium aeruginosum	COI-5P	Animalia
Sphaeria pulviscula	COI-5P	Animalia
Zignoëlla pulviscula	COI-5P	Animalia
Gonytrichum caesium	COI-5P	Animalia
Melanopsammella inaequalis	COI-5P	Animalia
Farrowia seminuda	COI-5P	Animalia
Chaetomium elongatum	COI-5P	Animalia
Chaetomium undulatum	COI-5P	Animalia
Chaetomium anatolicum	COI-5P	Animalia
Chaetomium arcuatum	COI-5P	Animalia
Chaetomium erraticum	COI-5P	Animalia
Chaetomium orientum	COI-5P	Animalia
Chaetomium thielavioideum	COI-5P	Animalia
Chaetomidium barbatum	COI-5P	Animalia
Chaetomium affine	COI-5P	Animalia
Chaetomium coarctatum	COI-5P	Animalia
Chaetomium fibripilium	COI-5P	Animalia
Chaetomium globosum	COI-5P	Animalia
Chaetomium kunzeanum	COI-5P	Animalia
Chaetomium kunzeanum	COI-5P	Animalia
Chaetomium lusitanicum	COI-5P	Animalia
Chaetomium mollipilium	COI-5P	Animalia
Chaetomium ochraceum	COI-5P	Animalia
Chaetomium olivaceum	COI-5P	Animalia
Chaetomium rectum	COI-5P	Animalia
Chaetomium spiculipilium	COI-5P	Animalia
Chaetomium spirale	COI-5P	Animalia
Chaetomium subglobosum	COI-5P	Animalia
Chaetomium subterraneum	COI-5P	Animalia
Chaetomella horrida	COI-5P	Animalia
Chaetomium dolichotrichum	COI-5P	Animalia
Chaetomium pannosum	COI-5P	Animalia
Chaetomium ramipilosum	COI-5P	Animalia
Chaetomium tenuissimum	COI-5P	Animalia
Chaetomium virgecephalum	COI-5P	Animalia
Chaetomium anahelicinum	COI-5P	Animalia
Chaetomium simile	COI-5P	Animalia
Chaetomium tortile	COI-5P	Animalia
Chaetomium aterrimum	COI-5P	Animalia
Chaetomium comosum	COI-5P	Animalia
Chaetomium leproplocinum	COI-5P	Animalia
Chaetomium microcephalum	COI-5P	Animalia
Chaetomium fusisporale	COI-5P	Animalia
Chaetomium rectopilium	COI-5P	Animalia
Chaetomium fimeti	COI-5P	Animalia
Thielavia fimeti	COI-5P	Animalia
Chaetocladium brefeldii	COI-5P	Animalia
Boletus piperatus	COI-5P	Animalia
Ceriomyces piperatus	COI-5P	Animalia
Suillus piperatus	COI-5P	Animalia
Sporotrichum exile	COI-5P	Animalia
Isaria sulfurea	COI-5P	Animalia
Chrysosporium crassitunicatum	COI-5P	Animalia
Aleurisma flavissimum	COI-5P	Animalia
Chrysosporium merdarium	COI-5P	Animalia
Sporotrichum holmbergii	COI-5P	Animalia
Sporotrichum inquinatum	COI-5P	Animalia
Sporotrichum merdarium	COI-5P	Animalia
Sporotrichum scotophilum	COI-5P	Animalia
Sporotrichum vellereum	COI-5P	Animalia
Aleurisma keratinophilum	COI-5P	Animalia
Chrysosporium kuzurovianum	COI-5P	Animalia
Glenosporella dermatitidis	COI-5P	Animalia
Phoma malvacearum	COI-5P	Animalia
Botrytis crystallina	COI-5P	Animalia
Botrytis fulva	COI-5P	Animalia
Chromelosporium ollare	COI-5P	Animalia
Dematium ollare	COI-5P	Animalia
Mycotypha dichotoma	COI-5P	Animalia
Polyactis fulva	COI-5P	Animalia
Sporotrichum fulvum	COI-5P	Animalia
Trichosporum fulvum	COI-5P	Animalia
Dothichiza populea	COI-5P	Animalia
Chloridium viride	COI-5P	Animalia
Cirrhomyces flavovirens	COI-5P	Animalia
Corticium viride	COI-5P	Animalia
Bisporomyces chlamydosporis	COI-5P	Animalia
Chloridium chlamydosporum	COI-5P	Animalia
Chloridium caudigerum	COI-5P	Animalia
Cirrhomyces caudiger	COI-5P	Animalia
Dematium virescens	COI-5P	Animalia
Sporotrichum virescens	COI-5P	Animalia
Chloridium minutum	COI-5P	Animalia
Chalara thielavioides	COI-5P	Animalia
Athelia tessulata	COI-5P	Animalia
Ceraceomyces subapiculatus	COI-5P	Animalia
Corticium illaqueatum	COI-5P	Animalia
Corticium rhizophorum	COI-5P	Animalia
Corticium subapiculatum	COI-5P	Animalia
Corticium tessulatum	COI-5P	Animalia
Peniophora subapiculata	COI-5P	Animalia
Terana tessulata	COI-5P	Animalia
Athelia sublaevis	COI-5P	Animalia
Corticium microsporum	COI-5P	Animalia
Corticium sublaeve	COI-5P	Animalia
Peniophora sublaevis	COI-5P	Animalia
Athelia porinoides	COI-5P	Animalia
Byssomerulius ceracellus	COI-5P	Animalia
Byssomerulius farlowii	COI-5P	Animalia
Byssomerulius serpens	COI-5P	Animalia
Ceraceomerulius serpens	COI-5P	Animalia
Ceraceomyces crispatus	COI-5P	Animalia
Merulius ceracellus	COI-5P	Animalia
Merulius crispatus	COI-5P	Animalia
Merulius crustosus	COI-5P	Animalia
Merulius farlowii	COI-5P	Animalia
Merulius porinoides	COI-5P	Animalia
Merulius porinoides	COI-5P	Animalia
Merulius porinoides	COI-5P	Animalia
Merulius serpens	COI-5P	Animalia
Merulius serpens	COI-5P	Animalia
Polyporus collabefactus	COI-5P	Animalia
Poria collabefacta	COI-5P	Animalia
Serpula porinoides	COI-5P	Animalia
Serpula serpens	COI-5P	Animalia
Serpula serpens	COI-5P	Animalia
Sesia ceracella	COI-5P	Animalia
Sesia crispata	COI-5P	Animalia
Sesia porinoides	COI-5P	Animalia
Sesia serpens	COI-5P	Animalia
Xylomyzon crustosum	COI-5P	Animalia
Xylomyzon porinoides	COI-5P	Animalia
Xylomyzon serpens	COI-5P	Animalia
Cenangium abietis	COI-5P	Animalia
Fibuloporia subvermispora	COI-5P	Animalia
Gelatoporia subvermispora	COI-5P	Animalia
Poria subvermispora	COI-5P	Animalia
Spongiporus subvermisporus	COI-5P	Animalia
Tyromyces subvermisporus	COI-5P	Animalia
Amyloporia lenis	COI-5P	Animalia
Boletus reticulatus	COI-5P	Animalia
Fibuloporia reticulata	COI-5P	Animalia
Merulius fugax	COI-5P	Animalia
Mucilago reticulata	COI-5P	Animalia
Physisporus reticulatus	COI-5P	Animalia
Polysticta reticulata	COI-5P	Animalia
Polyporus reticulatus	COI-5P	Animalia
Poria chakasskensis	COI-5P	Animalia
Poria lenis	COI-5P	Animalia
Poria reticulata	COI-5P	Animalia
Ceriporia metamorphosa	COI-5P	Animalia
Ceratostoma piliferum	COI-5P	Animalia
Sphaeria dryina	COI-5P	Animalia
Ceratostomella paradoxa	COI-5P	Animalia
Endoconidiophora paradoxa	COI-5P	Animalia
Hughesiella euricoi	COI-5P	Animalia
Ophiostoma paradoxum	COI-5P	Animalia
Ceratostomella major	COI-5P	Animalia
Ophiostoma majus	COI-5P	Animalia
Ceratostomella fimbriata	COI-5P	Animalia
Endoconidiophora fimbriata	COI-5P	Animalia
Ophiostoma coffeae	COI-5P	Animalia
Ophiostoma fimbriatum	COI-5P	Animalia
Rostrella coffeae	COI-5P	Animalia
Sphaeronaema fimbriatum	COI-5P	Animalia
Endoconidiophora fagacearum	COI-5P	Animalia
Endoconidiophora coerulescens	COI-5P	Animalia
Ophiostoma coerulescens	COI-5P	Animalia
Ceratobasidium angustisporum	COI-5P	Animalia
Ceratobasidium cornigerum	COI-5P	Animalia
Corticium gramineum	COI-5P	Animalia
Ceratobasidium cereale	COI-5P	Animalia
Ceratobasidium lantanae-camarae	COI-5P	Animalia
Ceratobasidium papillatum	COI-5P	Animalia
Ceratobasidium ramicola	COI-5P	Animalia
Corticium cornigerum	COI-5P	Animalia
Corticium invisum	COI-5P	Animalia
Corticium pervagum	COI-5P	Animalia
Ceratobasidium cereale	COI-5P	Animalia
Thanatephorus anomalus	COI-5P	Animalia
Thanatephorus ovalisporus	COI-5P	Animalia
Ypsilonidium anomalum	COI-5P	Animalia
Corticium anceps	COI-5P	Animalia
Thanatephorus anceps	COI-5P	Animalia
Tulasnella anceps	COI-5P	Animalia
Sphaeria rostrata	COI-5P	Animalia
Sphaeria cirrhosa	COI-5P	Animalia
Ceuthospora bacillaris	COI-5P	Animalia
Dothiorella pinastri	COI-5P	Animalia
Fusicoccum taxi	COI-5P	Animalia
Dothidea latitans	COI-5P	Animalia
Phyllosticta vincicola	COI-5P	Animalia
Sporothrix cyanescens	COI-5P	Animalia
Cercospora cana	COI-5P	Animalia
Cercospora canadensis	COI-5P	Animalia
Cercospora foliosa	COI-5P	Animalia
Cercospora fulvescens	COI-5P	Animalia
Cercospora grindeliae	COI-5P	Animalia
Cercospora griseëlla	COI-5P	Animalia
Cercospora reticulata	COI-5P	Animalia
Cercospora viminei	COI-5P	Animalia
Cercospora virgaureae	COI-5P	Animalia
Cercosporella asterina	COI-5P	Animalia
Cercosporella cana	COI-5P	Animalia
Cercosporella cana	COI-5P	Animalia
Cercosporella curva	COI-5P	Animalia
Cercosporella dearnessii	COI-5P	Animalia
Cercosporella eupatorii	COI-5P	Animalia
Cercosporella ontariensis	COI-5P	Animalia
Cercosporella reticulata	COI-5P	Animalia
Fusidium canum	COI-5P	Animalia
Ovularia virgaureae	COI-5P	Animalia
Ramularia erigerontis	COI-5P	Animalia
Ramularia erigerontis-annui	COI-5P	Animalia
Ramularia virgaureae	COI-5P	Animalia
Septocylindrium canum	COI-5P	Animalia
Septoria virgaureae	COI-5P	Animalia
Cercospora fabae	COI-5P	Animalia
Cercospora viciae	COI-5P	Animalia
Cercosporina fabae	COI-5P	Animalia
Cercospora difformis	COI-5P	Animalia
Cercospora trinctatis	COI-5P	Animalia
Cercospora violae	COI-5P	Animalia
Cercospora violae-kiusianae	COI-5P	Animalia
Cercospora violae-tricoloris	COI-5P	Animalia
Cercosporella macrospora	COI-5P	Animalia
Cercospora resedae	COI-5P	Animalia
Cercospora resedae	COI-5P	Animalia
Cercospora resedae	COI-5P	Animalia
Virgasporium maculatum	COI-5P	Animalia
Cercosporella pantoleuca	COI-5P	Animalia
Cercosporella pantoleuca	COI-5P	Animalia
Cercospora apii	COI-5P	Animalia
Cercospora fructicola	COI-5P	Animalia
Cercospora mercurialis	COI-5P	Animalia
Cercospora mercurialis	COI-5P	Animalia
Cercospora mercurialis	COI-5P	Animalia
Depazea meliloti	COI-5P	Animalia
Cercospora ixeridis-chinensis	COI-5P	Animalia
Cercospora lactucae	COI-5P	Animalia
Cercospora lactucae-indicae	COI-5P	Animalia
Cercospora longispora	COI-5P	Animalia
Cercospora longissima	COI-5P	Animalia
Cercospora apii	COI-5P	Animalia
Cercospora insulana	COI-5P	Animalia
Cercospora statices	COI-5P	Animalia
Cercosporina insulana	COI-5P	Animalia
Vermicularia depazoides	COI-5P	Animalia
Cercospora depazeoides	COI-5P	Animalia
Cercospora depazeoides	COI-5P	Animalia
Cercospora depazeoides	COI-5P	Animalia
Cercospora penicillata	COI-5P	Animalia
Cercospora sambuci	COI-5P	Animalia
Cercospora sambucina	COI-5P	Animalia
Cercospora ticinensis	COI-5P	Animalia
Exosporium depazeoides	COI-5P	Animalia
Passalora penicillata	COI-5P	Animalia
Phaeoramularia penicillata	COI-5P	Animalia
Fusarium vogelii	COI-5P	Animalia
Septoria curvata	COI-5P	Animalia
Septosporium curvatum	COI-5P	Animalia
Cercospora chardoniana	COI-5P	Animalia
Cercospora cucurbitae	COI-5P	Animalia
Cercospora luffae	COI-5P	Animalia
Cercospora momordicae	COI-5P	Animalia
Cercospora sechii	COI-5P	Animalia
Cercospora trichosanthis	COI-5P	Animalia
Cercospora caricina	COI-5P	Animalia
Cercospora caricis	COI-5P	Animalia
Cercospora microstigma	COI-5P	Animalia
Cercosporina caricis	COI-5P	Animalia
Cercospora anthelmintica	COI-5P	Animalia
Cercospora betae	COI-5P	Animalia
Cercospora beticola	COI-5P	Animalia
Cercospora chenopodiicola	COI-5P	Animalia
Cercospora flagelliformis	COI-5P	Animalia
Cercospora spinaciae	COI-5P	Animalia
Cercospora spinaciicola	COI-5P	Animalia
Cercosporina beticola	COI-5P	Animalia
Cercosporina spinaciicola	COI-5P	Animalia
Fusarium betae	COI-5P	Animalia
Fusisporium betae	COI-5P	Animalia
Pionnotes betae	COI-5P	Animalia
Cercospora apii	COI-5P	Animalia
Cercospora apii	COI-5P	Animalia
Cercospora levistici	COI-5P	Animalia
Cercospora penicillata	COI-5P	Animalia
Rhizoctonia cerealis	COI-5P	Animalia
Cenococcum graniforme	COI-5P	Animalia
Mycelium radicis-nigrostrigosum	COI-5P	Animalia
Calyptella sulphurea	COI-5P	Animalia
Chaetocypha sulphurea	COI-5P	Animalia
Cyphella sulphurea	COI-5P	Animalia
Peziza campanula	COI-5P	Animalia
Peziza sulphurea	COI-5P	Animalia
Tricholoma carneum	COI-5P	Animalia
Candelabrochaete septocystidiata	COI-5P	Animalia
Peniophora septocystidiata	COI-5P	Animalia
Phanerochaete septocystidiata	COI-5P	Animalia
Scopuloides septocystidiata	COI-5P	Animalia
Calonectria erubescens	COI-5P	Animalia
Calonectria guarapiensis	COI-5P	Animalia
Sphaeria erubescens	COI-5P	Animalia
Nectria erubescens	COI-5P	Animalia
Sphaeria stilbostoma	COI-5P	Animalia
Valsa innesii	COI-5P	Animalia
Valsa platanoides	COI-5P	Animalia
Calvatia saccata	COI-5P	Animalia
Helotium populinum	COI-5P	Animalia
Calycellina faginea	COI-5P	Animalia
Calycellina fagina	COI-5P	Animalia
Clavaria aculeiformis	COI-5P	Animalia
Clavaria cornea	COI-5P	Animalia
Clavaria medullaris	COI-5P	Animalia
Corynoides cornea	COI-5P	Animalia
Teichospora salicina	COI-5P	Animalia
Sphaeria pulchella	COI-5P	Animalia
Diaporthe taleola	COI-5P	Animalia
Sphaeria carpinea	COI-5P	Animalia
Atelosaccharomyces paratropicalis	COI-5P	Animalia
Blastodendrion irritans	COI-5P	Animalia
Candida albicans	COI-5P	Animalia
Candida arborea	COI-5P	Animalia
Candida benhamiae	COI-5P	Animalia
Candida bimundalis	COI-5P	Animalia
Candida bonordenii	COI-5P	Animalia
Candida bronchialis	COI-5P	Animalia
Candida citrica	COI-5P	Animalia
Candida enterica	COI-5P	Animalia
Candida insolita	COI-5P	Animalia
Candida kefyr	COI-5P	Animalia
Candida nivea	COI-5P	Animalia
Candida paratropicalis	COI-5P	Animalia
Candida pseudobronchialis	COI-5P	Animalia
Candida vulgaris	COI-5P	Animalia
Castellania aegyptiaca	COI-5P	Animalia
Castellania bronchialis	COI-5P	Animalia
Castellania burgessii	COI-5P	Animalia
Castellania enterica	COI-5P	Animalia
Castellania insolita	COI-5P	Animalia
Castellania linguae-pilosae	COI-5P	Animalia
Castellania metatropicalis	COI-5P	Animalia
Castellania nivea	COI-5P	Animalia
Castellania paratropicalis	COI-5P	Animalia
Cryptococcus interdigitalis	COI-5P	Animalia
Cryptococcus linguae-pilosae	COI-5P	Animalia
Cryptococcus mattletii	COI-5P	Animalia
Cryptococcus tonsillae	COI-5P	Animalia
Endomyces bronchialis	COI-5P	Animalia
Endomyces cruzii	COI-5P	Animalia
Endomyces entericus	COI-5P	Animalia
Endomyces insolitus	COI-5P	Animalia
Endomyces niveus	COI-5P	Animalia
Endomyces paratropicalis	COI-5P	Animalia
Endomyces perryii	COI-5P	Animalia
Geotrichoides vulgaris	COI-5P	Animalia
Monilia aegyptiaca	COI-5P	Animalia
Monilia argentina	COI-5P	Animalia
Monilia bonordenii	COI-5P	Animalia
Monilia bronchialis	COI-5P	Animalia
Monilia burgessii	COI-5P	Animalia
Monilia enterica	COI-5P	Animalia
Monilia insolita	COI-5P	Animalia
Monilia issavi	COI-5P	Animalia
Monilia kefyr	COI-5P	Animalia
Monilia metatropicalis	COI-5P	Animalia
Monilia murmanica	COI-5P	Animalia
Monilia nivea	COI-5P	Animalia
Monilia paratropicalis	COI-5P	Animalia
Monilia perryii	COI-5P	Animalia
Monilia pseudobronchialis	COI-5P	Animalia
Monilia tropicalis	COI-5P	Animalia
Myceloblastanon bronchiale	COI-5P	Animalia
Myceloblastanon candidum	COI-5P	Animalia
Myceloblastanon entericum	COI-5P	Animalia
Myceloblastanon insolitum	COI-5P	Animalia
Myceloblastanon linguae-pilosae	COI-5P	Animalia
Myceloblastanon niveum	COI-5P	Animalia
Myceloblastanon paratropicale	COI-5P	Animalia
Mycocandida paratropicalis	COI-5P	Animalia
Mycotorula dimorpha	COI-5P	Animalia
Mycotorula interdigitalis	COI-5P	Animalia
Mycotorula japonica	COI-5P	Animalia
Mycotorula trimorpha	COI-5P	Animalia
Mycotoruloides argentina	COI-5P	Animalia
Mycotoruloides trimorpha	COI-5P	Animalia
Parasaccharomyces candidus	COI-5P	Animalia
Parasaccharomyces irritans	COI-5P	Animalia
Parasaccharomyces talicei	COI-5P	Animalia
Parendomyces perryii	COI-5P	Animalia
Pseudomonilia miso-alpha	COI-5P	Animalia
Saccharomyces linguae-pilosae	COI-5P	Animalia
Syringospora dimorpha	COI-5P	Animalia
Syringospora interdigitalis	COI-5P	Animalia
Syringospora issavii	COI-5P	Animalia
Torulopsis candida	COI-5P	Animalia
Torulopsis interdigitalis	COI-5P	Animalia
Torulopsis linguae-pilosae	COI-5P	Animalia
Torulopsis tonsillae	COI-5P	Animalia
Zymonema cruzii	COI-5P	Animalia
Mastigomyces philippovii	COI-5P	Animalia
Torulopsis sorbophila	COI-5P	Animalia
Candida australis	COI-5P	Animalia
Candida austromarina	COI-5P	Animalia
Candida salmonicola	COI-5P	Animalia
Candida tropicalis	COI-5P	Animalia
Candida vanrijiae	COI-5P	Animalia
Eutorulopsis sake	COI-5P	Animalia
Hansenula lambica	COI-5P	Animalia
Mycotorula lambica	COI-5P	Animalia
Torula lambica	COI-5P	Animalia
Torulopsis austromarina	COI-5P	Animalia
Torulopsis sake	COI-5P	Animalia
Cryptococcus candidus	COI-5P	Animalia
Torula candida	COI-5P	Animalia
Torulopsis candida	COI-5P	Animalia
Torulopsis candida	COI-5P	Animalia
Candida rugosa	COI-5P	Animalia
Endomyces rugosus	COI-5P	Animalia
Geotrichum rugosum	COI-5P	Animalia
Hemispora rugosa	COI-5P	Animalia
Monilia rugosa	COI-5P	Animalia
Mycotorula rugosa	COI-5P	Animalia
Parendomyces rugosus	COI-5P	Animalia
Torulopsis pintolopesii	COI-5P	Animalia
Candida rignihuensis	COI-5P	Animalia
Paratorulopsis norvegica	COI-5P	Animalia
Torulopsis norvegica	COI-5P	Animalia
Torulopsis uvae	COI-5P	Animalia
Torulopsis vanzylii	COI-5P	Animalia
Azymoprocandida mesenterica	COI-5P	Animalia
Candida albomarginata	COI-5P	Animalia
Pseudomonilia albomarginata	COI-5P	Animalia
Pseudomonilia mesenterica	COI-5P	Animalia
Torulopsis magnoliae	COI-5P	Animalia
Torula lactis-condensi	COI-5P	Animalia
Torulopsis caroliniana	COI-5P	Animalia
Torulopsis lactis-condensi	COI-5P	Animalia
Candida intermedia	COI-5P	Animalia
Torulopsis inconspicua	COI-5P	Animalia
Torulopsis inconspicua	COI-5P	Animalia
Torulopsis inconspicua	COI-5P	Animalia
Cryptococcus glabratus	COI-5P	Animalia
Torulopsis glabrata	COI-5P	Animalia
Torulopsis stercoralis	COI-5P	Animalia
Brettanomyces sphaericus	COI-5P	Animalia
Candida halonitratophila	COI-5P	Animalia
Candida nodaensis	COI-5P	Animalia
Torulopsis citri	COI-5P	Animalia
Torulopsis citrus	COI-5P	Animalia
Torulopsis etchellsii	COI-5P	Animalia
Torulopsis halonitratophila	COI-5P	Animalia
Torulopsis nodaensis	COI-5P	Animalia
Candida brumptii	COI-5P	Animalia
Candida ravautii	COI-5P	Animalia
Candida alcomigas	COI-5P	Animalia
Candida koshuensis	COI-5P	Animalia
Candida methanolica	COI-5P	Animalia
Candida methylica	COI-5P	Animalia
Candida olivarium	COI-5P	Animalia
Candida ooitensis	COI-5P	Animalia
Candida queretana	COI-5P	Animalia
Candida silvicola	COI-5P	Animalia
Kloeckera boidinii	COI-5P	Animalia
Torulopsis enokii	COI-5P	Animalia
Torulopsis apicola	COI-5P	Animalia
Torulopsis bacillaris	COI-5P	Animalia
Azymocandida aaseri	COI-5P	Animalia
Candida butyri	COI-5P	Animalia
Camarosporium syringae	COI-5P	Animalia
Hendersonia laburni	COI-5P	Animalia
Camarosporium dasycarpi	COI-5P	Animalia
Cladosporium fumago	COI-5P	Animalia
Fumago vagans	COI-5P	Animalia
Calcarisporium antibioticum	COI-5P	Animalia
Aecidium salicorniatum	COI-5P	Animalia
Caeoma orchidum	COI-5P	Animalia
Uredo orchidis	COI-5P	Animalia
Uredo orchidum	COI-5P	Animalia
Arachniotus trisporus	COI-5P	Animalia
Byssochlamys nivea	COI-5P	Animalia
Gymnoascus sudans	COI-5P	Animalia
Coniophora atrovirens	COI-5P	Animalia
Corticium atrovirens	COI-5P	Animalia
Corticium caerulescens	COI-5P	Animalia
Hypochnopsis caerulescens	COI-5P	Animalia
Hypochnus atrovirens	COI-5P	Animalia
Lyomyces atrovirens	COI-5P	Animalia
Lyomyces caerulescens	COI-5P	Animalia
Sporotrichum aeruginosum	COI-5P	Animalia
Terana atrovirens	COI-5P	Animalia
Thelephora atrovirens	COI-5P	Animalia
Bulliardella nitida	COI-5P	Animalia
Kneiffia farinosa	COI-5P	Animalia
Metulodontia farinosa	COI-5P	Animalia
Peniophora aegerita	COI-5P	Animalia
Peniophora candida	COI-5P	Animalia
Peniophora farinosa	COI-5P	Animalia
Bulgaria polymorpha	COI-5P	Animalia
Peronospora gangliformis	COI-5P	Animalia
Peronospora ganglioniformis	COI-5P	Animalia
Corticium sulphurellum	COI-5P	Animalia
Grandinia abrotani	COI-5P	Animalia
Odontia chromoflava	COI-5P	Animalia
Odontia olivascens	COI-5P	Animalia
Brunchorstia destruens	COI-5P	Animalia
Helminthosporium betulinum	COI-5P	Animalia
Helminthosporium oosporum	COI-5P	Animalia
Helminthosporium longipilum	COI-5P	Animalia
Helminthosporium gracile	COI-5P	Animalia
Helminthosporium flexuosum	COI-5P	Animalia
Corticium granulosum	COI-5P	Animalia
Gloeocystidium furfuraceum	COI-5P	Animalia
Gloeocystidiellum furfuraceum	COI-5P	Animalia
Hypochnus furfuraceus	COI-5P	Animalia
Sclerotinia squamosa	COI-5P	Animalia
Sclerotinia porri	COI-5P	Animalia
Sclerotinia polyblastis	COI-5P	Animalia
Sclerotinia narcissicola	COI-5P	Animalia
Sclerotinia globosa	COI-5P	Animalia
Peziza fuckeliana	COI-5P	Animalia
Sclerotinia fuckeliana	COI-5P	Animalia
Sclerotinia draytonii	COI-5P	Animalia
Sordaria bombardioides	COI-5P	Animalia
Hypocopra bombardoides	COI-5P	Animalia
Sphaeria bombarda	COI-5P	Animalia
Bourdotia caesiocinerea	COI-5P	Animalia
Corticium caesiocinereum	COI-5P	Animalia
Gloeocystidium caesiocinereum	COI-5P	Animalia
Physalospora mutila	COI-5P	Animalia
Botryosphaeria berengeriana	COI-5P	Animalia
Dothiorella ribis	COI-5P	Animalia
Botryodiplodia gossypii	COI-5P	Animalia
Diplodia cacaoicola	COI-5P	Animalia
Diplodia gossypina	COI-5P	Animalia
Diplodia natalensis	COI-5P	Animalia
Diplodia tubericola	COI-5P	Animalia
Physalospora fusca	COI-5P	Animalia
Physalospora glandicola	COI-5P	Animalia
Physalospora gossypina	COI-5P	Animalia
Physalospora rhodina	COI-5P	Animalia
Botryosphaeria melanops	COI-5P	Animalia
Haplosporella sumachi	COI-5P	Animalia
Sphaeria dothidea	COI-5P	Animalia
Botryobasidium isabellinum	COI-5P	Animalia
Botryohypochnus anomalus	COI-5P	Animalia
Corticium isabellinum	COI-5P	Animalia
Hypochnus argillaceus	COI-5P	Animalia
Hypochnus flavus	COI-5P	Animalia
Hypochnus isabellinus	COI-5P	Animalia
Lyomyces isabellinus	COI-5P	Animalia
Odontia tenerrima	COI-5P	Animalia
Pellicularia isabellina	COI-5P	Animalia
Thelephora isabellina	COI-5P	Animalia
Thelephora ochraceoviridis	COI-5P	Animalia
Tomentella flava	COI-5P	Animalia
Tomentella isabellina	COI-5P	Animalia
Tomentella ochraceoviridis	COI-5P	Animalia
Zygodesmus argillaceus	COI-5P	Animalia
