sampleid	species	real_species	ident_rank	voucher_type	seqlength	ambiguities	museum_id	institut	identifier	country	BIN
BIOUG52693-D01	Apis mellifera	Apis mellifera	species	Vouchered:Registered Collection	654	0	BIOUG52693-D01	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAA2326
BIOUG52693-D04	Apis mellifera	Apis mellifera	species	Vouchered:Registered Collection	652	0	BIOUG52693-D04	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAA2326
BIOUG53821-E08	Cortinicara gibbosa	Cortinicara gibbosa	species	Vouchered:Registered Collection	652	0	BIOUG53821-E08	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAY6566
BIOUG53821-G01	Cortinicara gibbosa	Cortinicara gibbosa	species	Vouchered:Registered Collection	640	0	BIOUG53821-G01	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAY6566
BIOUG53821-G05	Cortinicara gibbosa	Cortinicara gibbosa	species	Vouchered:Registered Collection	654	0	BIOUG53821-G05	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAY6566
BIOUG53821-H04	Cortinicara gibbosa	Cortinicara gibbosa	species	Vouchered:Registered Collection	652	0	BIOUG53821-H04	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAY6566
BIOUG53821-H09	Cortinicara gibbosa	Cortinicara gibbosa	species	Vouchered:Registered Collection	652	0	BIOUG53821-H09	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAY6566
BIOUG53822-A08	Rhopalosiphum rufiabdominale	Rhopalosiphum rufiabdominale	species	Vouchered:Registered Collection	653	0	BIOUG53822-A08	Centre for Biodiversity Genomics	Valerie Levesque-Beaudin	Australia	BOLD:AAI0406
BIOUG53822-A09	Acyrthosiphon pisum	Acyrthosiphon pisum	species	Vouchered:Registered Collection	651	0	BIOUG53822-A09	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAB1787
BIOUG53822-C11	Acyrthosiphon pisum	Acyrthosiphon pisum	species	Vouchered:Registered Collection	654	0	BIOUG53822-C11	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAB1787
BIOUG53822-D02	Acyrthosiphon pisum	Acyrthosiphon pisum	species	Vouchered:Registered Collection	651	0	BIOUG53822-D02	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAB1787
BIOUG53822-E04	Rhopalosiphum padi	Rhopalosiphum padi	species	Vouchered:Registered Collection	654	0	BIOUG53822-E04	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAA9899
BIOUG53822-E08	Acyrthosiphon pisum	Acyrthosiphon pisum	species	Vouchered:Registered Collection	652	0	BIOUG53822-E08	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAB1787
BIOUG53822-E11	Myzus persicae	Brachycaudus persicae	species	Vouchered:Registered Collection	640	0	BIOUG53822-E11	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAA7683
BIOUG53822-E12	Acyrthosiphon pisum	Acyrthosiphon pisum	species	Vouchered:Registered Collection	640	0	BIOUG53822-E12	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAB1787
BIOUG53822-F08	Cortinicara gibbosa	Cortinicara gibbosa	species	Vouchered:Registered Collection	642	0	BIOUG53822-F08	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAY6566
BIOUG53822-F09	Cortinicara gibbosa	Cortinicara gibbosa	species	Vouchered:Registered Collection	651	0	BIOUG53822-F09	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAY6566
BIOUG53822-G04	Cortinicara gibbosa	Cortinicara gibbosa	species	Vouchered:Registered Collection	652	0	BIOUG53822-G04	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAY6566
BIOUG53822-G07	Cortinicara gibbosa	Cortinicara gibbosa	species	Vouchered:Registered Collection	652	0	BIOUG53822-G07	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAY6566
BIOUG53822-G10	Propsocus pulchripennis	Propsocus pulchripennis	species	Vouchered:Registered Collection	651	0	BIOUG53822-G10	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAY6685
BIOUG53822-H07	Cortinicara gibbosa	Cortinicara gibbosa	species	Vouchered:Registered Collection	651	0	BIOUG53822-H07	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAY6566
BIOUG53822-H10	Cortinicara gibbosa	Cortinicara gibbosa	species	Vouchered:Registered Collection	644	0	BIOUG53822-H10	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAY6566
BIOUG53823-A12	Acyrthosiphon pisum	Acyrthosiphon pisum	species	Vouchered:Registered Collection	651	0	BIOUG53823-A12	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAB1787
BIOUG53823-B02	Rhopalosiphum padi	Rhopalosiphum padi	species	Vouchered:Registered Collection	652	0	BIOUG53823-B02	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAA9899
BIOUG53823-B09	Myzus persicae	Brachycaudus persicae	species	Vouchered:Registered Collection	656	0	BIOUG53823-B09	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAA7683
BIOUG53823-C05	Acyrthosiphon pisum	Acyrthosiphon pisum	species	Vouchered:Registered Collection	651	0	BIOUG53823-C05	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAB1787
BIOUG53823-C06	Myzus persicae	Brachycaudus persicae	species	Vouchered:Registered Collection	653	0	BIOUG53823-C06	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAA7683
BIOUG53823-C11	Acyrthosiphon pisum	Acyrthosiphon pisum	species	Vouchered:Registered Collection	651	0	BIOUG53823-C11	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAB1787
BIOUG53823-D07	Acyrthosiphon pisum	Acyrthosiphon pisum	species	Vouchered:Registered Collection	651	0	BIOUG53823-D07	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAB1787
BIOUG53823-D08	Macrosteles laevis	Macrosteles laevis	species	Vouchered:Registered Collection	640	0	BIOUG53823-D08	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAZ3327
BIOUG53823-F06	Acyrthosiphon pisum	Acyrthosiphon pisum	species	Vouchered:Registered Collection	650	0	BIOUG53823-F06	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAB1787
BIOUG53823-F12	Myzocallis castanicola	Myzocallis castanicola	species	Vouchered:Registered Collection	643	0	BIOUG53823-F12	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:ABA5769
BIOUG53823-G03	Myzus persicae	Brachycaudus persicae	species	Vouchered:Registered Collection	650	0	BIOUG53823-G03	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAA7683
BIOUG53823-G07	Acyrthosiphon pisum	Acyrthosiphon pisum	species	Vouchered:Registered Collection	641	0	BIOUG53823-G07	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAB1787
BIOUG53823-G08	Acyrthosiphon pisum	Acyrthosiphon pisum	species	Vouchered:Registered Collection	652	0	BIOUG53823-G08	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAB1787
BIOUG53823-G09	Acyrthosiphon pisum	Acyrthosiphon pisum	species	Vouchered:Registered Collection	653	0	BIOUG53823-G09	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAB1787
BIOUG53823-H09	Acizzia acaciaebaileyanae	Acizzia acaciaebaileyanae	species	Vouchered:Registered Collection	653	0	BIOUG53823-H09	Centre for Biodiversity Genomics	Valerie Levesque-Beaudin	Australia	BOLD:ABA5802
BIOUG53823-H11	Macrosteles laevis	Macrosteles laevis	species	Vouchered:Registered Collection	640	0	BIOUG53823-H11	Centre for Biodiversity Genomics	Renee Miskie	Australia	BOLD:AAZ3327
BIOUG53824-G09	Acyrthosiphon pisum	Acyrthosiphon pisum	species	Vouchered:Registered Collection	652	0	BIOUG53824-G09	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAB1787
BIOUG53824-G10	Acyrthosiphon pisum	Acyrthosiphon pisum	species	Vouchered:Registered Collection	654	0	BIOUG53824-G10	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAB1787
BIOUG53824-G12	Acyrthosiphon pisum	Acyrthosiphon pisum	species	Vouchered:Registered Collection	653	0	BIOUG53824-G12	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAB1787
BIOUG53824-H04	Acizzia acaciaebaileyanae	Acizzia acaciaebaileyanae	species	Vouchered:Registered Collection	655	0	BIOUG53824-H04	Centre for Biodiversity Genomics	Valerie Levesque-Beaudin	Australia	BOLD:ABA5802
BIOUG53824-H07	Siphanta acuta	Siphanta acuta	species	Vouchered:Registered Collection	652	0	BIOUG53824-H07	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAJ7097
BIOUG53532-C09	Lycoriella sativae	Lycoriella (Lycoriella) sativae	species	Vouchered:Registered Collection	657	0	BIOUG53532-C09	Centre for Biodiversity Genomics	Valerie Levesque-Beaudin	Australia	BOLD:ABA1215
BIOUG53826-B01	Entomobrya unostrigata	Entomobrya unostrigata	species	Vouchered:Registered Collection	655	0	BIOUG53826-B01	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAH6630
BIOUG53532-C11	Pullimosina pullula	Pullimosina (Pullimosina) pullula	species	Vouchered:Registered Collection	653	0	BIOUG53532-C11	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAG7284
BIOUG53827-A09	Propsocus pulchripennis	Propsocus pulchripennis	species	Vouchered:Registered Collection	651	0	BIOUG53827-A09	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAY6685
BIOUG53827-B07	Cortinicara gibbosa	Cortinicara gibbosa	species	Vouchered:Registered Collection	654	0	BIOUG53827-B07	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAY6566
BIOUG53827-B09	Propsocus pulchripennis	Propsocus pulchripennis	species	Vouchered:Registered Collection	653	0	BIOUG53827-B09	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAY6685
BIOUG53827-B11	Propsocus pulchripennis	Propsocus pulchripennis	species	Vouchered:Registered Collection	652	0	BIOUG53827-B11	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAY6685
BIOUG53827-C11	Anaphothrips obscurus	Anaphothrips obscurus	species	Vouchered:Registered Collection	650	0	BIOUG53827-C11	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAQ0558
BIOUG53827-D03	Propsocus pulchripennis	Propsocus pulchripennis	species	Vouchered:Registered Collection	652	0	BIOUG53827-D03	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAY6685
BIOUG53827-D10	Propsocus pulchripennis	Propsocus pulchripennis	species	Vouchered:Registered Collection	655	0	BIOUG53827-D10	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAY6685
BIOUG53827-E01	Cortinicara gibbosa	Cortinicara gibbosa	species	Vouchered:Registered Collection	653	0	BIOUG53827-E01	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAY6566
BIOUG53827-E08	Cortinicara gibbosa	Cortinicara gibbosa	species	Vouchered:Registered Collection	653	0	BIOUG53827-E08	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAY6566
BIOUG53827-E09	Cortinicara gibbosa	Cortinicara gibbosa	species	Vouchered:Registered Collection	618	0	BIOUG53827-E09	Centre for Biodiversity Genomics	Renee Miskie	Australia	BOLD:AAY6566
BIOUG53827-E11	Cortinicara gibbosa	Cortinicara gibbosa	species	Vouchered:Registered Collection	653	0	BIOUG53827-E11	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAY6566
BIOUG53827-G01	Cortinicara gibbosa	Cortinicara gibbosa	species	Vouchered:Registered Collection	651	0	BIOUG53827-G01	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAY6566
BIOUG53827-G03	Cortinicara gibbosa	Cortinicara gibbosa	species	Vouchered:Registered Collection	335	0	BIOUG53827-G03	Centre for Biodiversity Genomics	Renee Miskie	Australia	BOLD:AAY6566
BIOUG53827-G10	Cortinicara gibbosa	Cortinicara gibbosa	species	Vouchered:Registered Collection	652	0	BIOUG53827-G10	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAY6566
BIOUG53827-H01	Cortinicara gibbosa	Cortinicara gibbosa	species	Vouchered:Registered Collection	527	0	BIOUG53827-H01	Centre for Biodiversity Genomics	Renee Miskie	Australia	BOLD:AAY6566
BIOUG53827-H06	Cortinicara gibbosa	Cortinicara gibbosa	species	Vouchered:Registered Collection	652	0	BIOUG53827-H06	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAY6566
BIOUG52703-D04	Phytoecia coerulescens	Phytoecia coerulescens	species	Vouchered:Registered Collection	656	0	BIOUG52703-D04	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAO3130
BIOUG52703-D10	Plutella xylostella	Plutella xylostella	species	Vouchered:Registered Collection	654	0	BIOUG52703-D10	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAA1513
BIOUG53161-G12	Diaeretiella rapae	Diaeretiella rapae	species	Vouchered:Registered Collection	654	0	BIOUG53161-G12	Centre for Biodiversity Genomics	Gergin A. Blagoev	Australia	BOLD:AAG1421
BIOUG53162-A01	Lycoriella sativae	Lycoriella (Lycoriella) sativae	species	Vouchered:Registered Collection	640	0	BIOUG53162-A01	Centre for Biodiversity Genomics	Valerie Levesque-Beaudin	Australia	BOLD:ABA1215
BIOUG53162-A07	Psychoda sigma	Psychoda sigma	species	Vouchered:Registered Collection	652	0	BIOUG53162-A07	Centre for Biodiversity Genomics	Valerie Levesque-Beaudin	Australia	BOLD:AAU4664
BIOUG53162-A10	Lycoriella sativae	Lycoriella (Lycoriella) sativae	species	Vouchered:Registered Collection	653	0	BIOUG53162-A10	Centre for Biodiversity Genomics	Valerie Levesque-Beaudin	Australia	BOLD:ABA1215
BIOUG53163-D07	Pullimosina pullula	Pullimosina (Pullimosina) pullula	species	Vouchered:Registered Collection	652	0	BIOUG53163-D07	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAG7284
BIOUG53163-D09	Lycoriella sativae	Lycoriella (Lycoriella) sativae	species	Vouchered:Registered Collection	655	0	BIOUG53163-D09	Centre for Biodiversity Genomics	Valerie Levesque-Beaudin	Australia	BOLD:ABA1215
BIOUG53163-F05	Lycoriella sativae	Lycoriella (Lycoriella) sativae	species	Vouchered:Registered Collection	642	0	BIOUG53163-F05	Centre for Biodiversity Genomics	Valerie Levesque-Beaudin	Australia	BOLD:ABA1215
BIOUG53163-G06	Lycoriella sativae	Lycoriella (Lycoriella) sativae	species	Vouchered:Registered Collection	651	0	BIOUG53163-G06	Centre for Biodiversity Genomics	Valerie Levesque-Beaudin	Australia	BOLD:ABA1215
BIOUG53163-H10	Pullimosina heteroneura	Pullimosina (Pullimosina) heteroneura	species	Vouchered:Registered Collection	640	0	BIOUG53163-H10	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAP3626
BIOUG53164-D07	Macrosteles laevis	Macrosteles laevis	species	Vouchered:Registered Collection	650	0	BIOUG53164-D07	Centre for Biodiversity Genomics	Renee Miskie	Australia	BOLD:AAZ3327
BIOUG53164-E07	Acyrthosiphon pisum	Acyrthosiphon pisum	species	Vouchered:Registered Collection	651	0	BIOUG53164-E07	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAB1787
BIOUG53164-F03	Acyrthosiphon pisum	Acyrthosiphon pisum	species	Vouchered:Registered Collection	654	0	BIOUG53164-F03	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAB1787
BIOUG53164-H10	Macrosteles laevis	Macrosteles laevis	species	Vouchered:Registered Collection	651	0	BIOUG53164-H10	Centre for Biodiversity Genomics	Renee Miskie	Australia	BOLD:AAZ3327
BIOUG53165-D06	Bedellia somnulentella	Bedellia somnulentella	species	Vouchered:Registered Collection	647	0	BIOUG53165-D06	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAI4692
BIOUG53165-D11	Bedellia somnulentella	Bedellia somnulentella	species	Vouchered:Registered Collection	653	0	BIOUG53165-D11	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAI4692
BIOUG53165-G03	Bedellia somnulentella	Bedellia somnulentella	species	Vouchered:Registered Collection	652	0	BIOUG53165-G03	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAI4692
BIOUG53533-A10	Psychoda sigma	Psychoda sigma	species	Vouchered:Registered Collection	656	0	BIOUG53533-A10	Centre for Biodiversity Genomics	Valerie Levesque-Beaudin	Australia	BOLD:AAU4664
BIOUG53826-F10	Therioaphis trifolii	Therioaphis trifolii	species	Vouchered:Registered Collection	651	0	BIOUG53826-F10	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAA3759
BIOUG53826-F11	Propsocus pulchripennis	Propsocus pulchripennis	species	Vouchered:Registered Collection	656	0	BIOUG53826-F11	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAY6685
BIOUG53826-H03	Myzus cerasi	Myzus cerasi	species	Vouchered:Registered Collection	652	0	BIOUG53826-H03	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAB2802
BIOUG53833-A01	Therioaphis trifolii	Therioaphis trifolii	species	Vouchered:Registered Collection	651	0	BIOUG53833-A01	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAA3759
BIOUG53833-A12	Cortinicara gibbosa	Cortinicara gibbosa	species	Vouchered:Registered Collection	653	0	BIOUG53833-A12	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAY6566
BIOUG53833-B01	Cortinicara gibbosa	Cortinicara gibbosa	species	Vouchered:Registered Collection	651	0	BIOUG53833-B01	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAY6566
BIOUG53833-B02	Cortinicara gibbosa	Cortinicara gibbosa	species	Vouchered:Registered Collection	652	0	BIOUG53833-B02	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAY6566
BIOUG53833-B04	Cortinicara gibbosa	Cortinicara gibbosa	species	Vouchered:Registered Collection	651	0	BIOUG53833-B04	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAY6566
BIOUG53833-B10	Cortinicara gibbosa	Cortinicara gibbosa	species	Vouchered:Registered Collection	655	0	BIOUG53833-B10	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAY6566
BIOUG53833-C04	Cortinicara gibbosa	Cortinicara gibbosa	species	Vouchered:Registered Collection	653	0	BIOUG53833-C04	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAY6566
BIOUG53833-C07	Cortinicara gibbosa	Cortinicara gibbosa	species	Vouchered:Registered Collection	652	0	BIOUG53833-C07	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAY6566
BIOUG53833-C10	Propsocus pulchripennis	Propsocus pulchripennis	species	Vouchered:Registered Collection	641	0	BIOUG53833-C10	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAY6685
BIOUG53833-C11	Propsocus pulchripennis	Propsocus pulchripennis	species	Vouchered:Registered Collection	651	0	BIOUG53833-C11	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAY6685
BIOUG53833-C12	Propsocus pulchripennis	Propsocus pulchripennis	species	Vouchered:Registered Collection	651	0	BIOUG53833-C12	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAY6685
BIOUG53833-D01	Propsocus pulchripennis	Propsocus pulchripennis	species	Vouchered:Registered Collection	653	0	BIOUG53833-D01	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAY6685
BIOUG53833-D05	Propsocus pulchripennis	Propsocus pulchripennis	species	Vouchered:Registered Collection	653	0	BIOUG53833-D05	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAY6685
BIOUG53833-D11	Propsocus pulchripennis	Propsocus pulchripennis	species	Vouchered:Registered Collection	651	0	BIOUG53833-D11	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAY6685
BIOUG53833-E05	Propsocus pulchripennis	Propsocus pulchripennis	species	Vouchered:Registered Collection	654	0	BIOUG53833-E05	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAY6685
BIOUG53833-E08	Propsocus pulchripennis	Propsocus pulchripennis	species	Vouchered:Registered Collection	652	0	BIOUG53833-E08	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAY6685
BIOUG53833-E09	Propsocus pulchripennis	Propsocus pulchripennis	species	Vouchered:Registered Collection	651	0	BIOUG53833-E09	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAY6685
BIOUG53833-E10	Propsocus pulchripennis	Propsocus pulchripennis	species	Vouchered:Registered Collection	654	0	BIOUG53833-E10	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAY6685
BIOUG53833-E11	Propsocus pulchripennis	Propsocus pulchripennis	species	Vouchered:Registered Collection	644	0	BIOUG53833-E11	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAY6685
BIOUG53833-F01	Propsocus pulchripennis	Propsocus pulchripennis	species	Vouchered:Registered Collection	640	0	BIOUG53833-F01	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAY6685
BIOUG53833-F09	Therioaphis trifolii	Therioaphis trifolii	species	Vouchered:Registered Collection	653	0	BIOUG53833-F09	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAA3759
BIOUG53833-G12	Macrosteles laevis	Macrosteles laevis	species	Vouchered:Registered Collection	655	0	BIOUG53833-G12	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAZ3327
BIOUG53834-C07	Eriosoma lanigerum	Eriosoma lanigerum	species	Vouchered:Registered Collection	641	0	BIOUG53834-C07	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:ACF2790
BIOUG53834-D02	Acyrthosiphon pisum	Acyrthosiphon pisum	species	Vouchered:Registered Collection	654	0	BIOUG53834-D02	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAB1787
BIOUG53834-E11	Brachycaudus persicae	Brachycaudus persicae	species	Vouchered:Registered Collection	654	0	BIOUG53834-E11	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAE8289
BIOUG53834-G02	Acizzia acaciaebaileyanae	Acizzia acaciaebaileyanae	species	Vouchered:Registered Collection	656	0	BIOUG53834-G02	Centre for Biodiversity Genomics	Valerie Levesque-Beaudin	Australia	BOLD:ABA5802
BIOUG53834-G06	Myzus persicae	Brachycaudus persicae	species	Vouchered:Registered Collection	655	0	BIOUG53834-G06	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAA7683
BIOUG53840-A04	Cortinicara gibbosa	Cortinicara gibbosa	species	Vouchered:Registered Collection	655	0	BIOUG53840-A04	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAY6566
BIOUG53840-B07	Anaphothrips obscurus	Anaphothrips obscurus	species	Vouchered:Registered Collection	650	0	BIOUG53840-B07	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAQ0558
BIOUG53840-B11	Therioaphis trifolii	Therioaphis trifolii	species	Vouchered:Registered Collection	655	0	BIOUG53840-B11	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAA3759
BIOUG53840-C06	Acizzia acaciaebaileyanae	Acizzia acaciaebaileyanae	species	Vouchered:Registered Collection	656	0	BIOUG53840-C06	Centre for Biodiversity Genomics	Valerie Levesque-Beaudin	Australia	BOLD:ABA5802
BIOUG52705-B02	Phoracantha semipunctata	Phoracantha semipunctata	species	Vouchered:Registered Collection	652	0	BIOUG52705-B02	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAM7694
BIOUG53789-C11	Plutella xylostella	Plutella xylostella	species	Vouchered:Registered Collection	651	0	BIOUG53789-C11	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAA1513
BIOUG53789-G11	Lycoriella sativae	Lycoriella (Lycoriella) sativae	species	Vouchered:Registered Collection	653	0	BIOUG53789-G11	Centre for Biodiversity Genomics	Valerie Levesque-Beaudin	Australia	BOLD:ABA1215
BIOUG53790-B02	Acizzia acaciaebaileyanae	Acizzia acaciaebaileyanae	species	Vouchered:Registered Collection	655	0	BIOUG53790-B02	Centre for Biodiversity Genomics	Valerie Levesque-Beaudin	Australia	BOLD:ABA5802
BIOUG53790-B10	Macrosteles laevis	Macrosteles laevis	species	Vouchered:Registered Collection	652	0	BIOUG53790-B10	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAZ3327
BIOUG53790-B12	Myzus persicae	Brachycaudus persicae	species	Vouchered:Registered Collection	654	0	BIOUG53790-B12	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAA7683
BIOUG53790-C03	Myzus persicae	Brachycaudus persicae	species	Vouchered:Registered Collection	654	0	BIOUG53790-C03	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAA7683
BIOUG53790-D05	Cortinicara gibbosa	Cortinicara gibbosa	species	Vouchered:Registered Collection	651	0	BIOUG53790-D05	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAY6566
BIOUG53790-D06	Cortinicara gibbosa	Cortinicara gibbosa	species	Vouchered:Registered Collection	654	0	BIOUG53790-D06	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAY6566
BIOUG53790-D07	Cortinicara gibbosa	Cortinicara gibbosa	species	Vouchered:Registered Collection	653	0	BIOUG53790-D07	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAY6566
BIOUG53790-D11	Cortinicara gibbosa	Cortinicara gibbosa	species	Vouchered:Registered Collection	652	0	BIOUG53790-D11	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAY6566
BIOUG53790-E03	Cortinicara gibbosa	Cortinicara gibbosa	species	Vouchered:Registered Collection	655	0	BIOUG53790-E03	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAY6566
BIOUG53790-E11	Propsocus pulchripennis	Propsocus pulchripennis	species	Vouchered:Registered Collection	653	0	BIOUG53790-E11	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAY6685
BIOUG53790-F08	Cryptachaea veruculata	Cryptachaea veruculata	species	Vouchered:Registered Collection	655	0	BIOUG53790-F08	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAV1731
BIOUG53790-G03	Acizzia acaciaebaileyanae	Acizzia acaciaebaileyanae	species	Vouchered:Registered Collection	655	0	BIOUG53790-G03	Centre for Biodiversity Genomics	Valerie Levesque-Beaudin	Australia	BOLD:ABA5802
BIOUG53840-H03	Diaeretiella rapae	Diaeretiella rapae	species	Vouchered:Registered Collection	654	0	BIOUG53840-H03	Centre for Biodiversity Genomics	Gergin A. Blagoev	Australia	BOLD:AAG1421
BIOUG53840-H07	Diaeretiella rapae	Diaeretiella rapae	species	Vouchered:Registered Collection	654	0	BIOUG53840-H07	Centre for Biodiversity Genomics	Gergin A. Blagoev	Australia	BOLD:AAG1421
BIOUG52714-B08	Opogona omoscopa	Opogona omoscopa	species	Vouchered:Registered Collection	655	0	BIOUG52714-B08	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAH4351
BIOUG53533-H01	Lycoriella sativae	Lycoriella (Lycoriella) sativae	species	Vouchered:Registered Collection	653	0	BIOUG53533-H01	Centre for Biodiversity Genomics	Valerie Levesque-Beaudin	Australia	BOLD:ABA1215
