sampleid	species	real_species	ident_rank	voucher_type	seqlength	ambiguities	museum_id	institut	identifier	country	BIN
BIOUG75616-C05	Euceraphis borealis	Euceraphis borealis	species	Vouchered:Registered Collection	653	0	BIOUG75616-C05	Centre for Biodiversity Genomics	Renee Miskie	Canada	BOLD:AAE1565
BIOUG75616-C06	Euceraphis borealis	Euceraphis borealis	species	Vouchered:Registered Collection	666	0	BIOUG75616-C06	Centre for Biodiversity Genomics	Renee Miskie	Canada	BOLD:AAE1565
BIOUG75616-C07	Aphis lugentis	Aphis lugentis	species	Vouchered:Registered Collection	654	0	BIOUG75616-C07	Centre for Biodiversity Genomics	Renee Miskie	Canada	BOLD:AAE7206
BIOUG75616-C08	Euceraphis papyrifericola	Euceraphis papyrifericola	species	Vouchered:Registered Collection	653	0	BIOUG75616-C08	Centre for Biodiversity Genomics	Renee Miskie	Canada	BOLD:AAH2870
BIOUG75616-C09	Euceraphis borealis	Euceraphis borealis	species	Vouchered:Registered Collection	653	0	BIOUG75616-C09	Centre for Biodiversity Genomics	Renee Miskie	Canada	BOLD:AAE1565
BIOUG66058-E01	Paraphaenocladius impensus	Paraphaenocladius impensus	species	Vouchered:Registered Collection	654	0	BIOUG66058-E01	Centre for Biodiversity Genomics	Renee Miskie	Canada	BOLD:AAC4201
BIOUG75616-D01	Euceraphis papyrifericola	Euceraphis papyrifericola	species	Vouchered:Registered Collection	653	0	BIOUG75616-D01	Centre for Biodiversity Genomics	Renee Miskie	Canada	BOLD:AAH2870
BIOUG75616-D02	Euceraphis papyrifericola	Euceraphis papyrifericola	species	Vouchered:Registered Collection	654	0	BIOUG75616-D02	Centre for Biodiversity Genomics	Renee Miskie	Canada	BOLD:AAH2870
BIOUG75616-D03	Euceraphis borealis	Euceraphis borealis	species	Vouchered:Registered Collection	654	0	BIOUG75616-D03	Centre for Biodiversity Genomics	Renee Miskie	Canada	BOLD:AAE1565
BIOUG75616-D05	Euceraphis borealis	Euceraphis borealis	species	Vouchered:Registered Collection	653	0	BIOUG75616-D05	Centre for Biodiversity Genomics	Renee Miskie	Canada	BOLD:AAE1565
BIOUG75616-D06	Acyrthosiphon pisum	Acyrthosiphon pisum	species	Vouchered:Registered Collection	653	0	BIOUG75616-D06	Centre for Biodiversity Genomics	Renee Miskie	Canada	BOLD:AAB1787
BIOUG66058-E02	Paraphaenocladius impensus	Paraphaenocladius impensus	species	Vouchered:Registered Collection	653	0	BIOUG66058-E02	Centre for Biodiversity Genomics	Renee Miskie	Canada	BOLD:AAC4201
BIOUG75616-D08	Euceraphis borealis	Euceraphis borealis	species	Vouchered:Registered Collection	653	0	BIOUG75616-D08	Centre for Biodiversity Genomics	Renee Miskie	Canada	BOLD:AAE1565
BIOUG75616-E02	Euceraphis borealis	Euceraphis borealis	species	Vouchered:Registered Collection	653	0	BIOUG75616-E02	Centre for Biodiversity Genomics	Renee Miskie	Canada	BOLD:AAE1565
BIOUG75616-E07	Closterotomus fulvomaculatus	Closterotomus fulvomaculatus	species	Vouchered:Registered Collection	652	0	BIOUG75616-E07	Centre for Biodiversity Genomics	Renee Miskie	Canada	BOLD:AAY8889
BIOUG66058-E04	Paraphaenocladius impensus	Paraphaenocladius impensus	species	Vouchered:Registered Collection	654	0	BIOUG66058-E04	Centre for Biodiversity Genomics	Renee Miskie	Canada	BOLD:AAC4201
BIOUG75616-F10	Dilyta subclavata	Dilyta subclavata	species	Vouchered:Registered Collection	652	0	BIOUG75616-F10	Centre for Biodiversity Genomics	Renee Miskie	Canada	BOLD:ADA8727
BIOUG75617-A07	Camptochaeta delicata	Camptochaeta delicata	species	Vouchered:Registered Collection	652	0	BIOUG75617-A07	Centre for Biodiversity Genomics	Renee Miskie	Canada	BOLD:AAP8779
BIOUG66058-F05	Scatopsciara geophila	Scatopsciara geophila	species	Vouchered:Registered Collection	654	0	BIOUG66058-F05	Centre for Biodiversity Genomics	Renee Miskie	Canada	BOLD:ACJ0083
BIOUG66058-F10	Paraphaenocladius impensus	Paraphaenocladius impensus	species	Vouchered:Registered Collection	654	0	BIOUG66058-F10	Centre for Biodiversity Genomics	Renee Miskie	Canada	BOLD:AAC4201
BIOUG66058-G02	Coenosia verralli	Coenosia verralli	species	Vouchered:Registered Collection	655	0	BIOUG66058-G02	Centre for Biodiversity Genomics	Renee Miskie	Canada	BOLD:AAC8884
BIOUG66058-H08	Smittia aterrima	Smittia aterrima	species	Vouchered:Registered Collection	654	0	BIOUG66058-H08	Centre for Biodiversity Genomics	Renee Miskie	Canada	BOLD:AAE1362
BIOUG66059-A09	Rhamphomyia hoeli	Rhamphomyia (Pararhamphomyia) hoeli	species	Vouchered:Registered Collection	789	0	BIOUG66059-A09	Centre for Biodiversity Genomics	Renee Miskie	Canada	BOLD:AAM6657
BIOUG66059-B01	Chalarus decorus	Chalarus decorus	species	Vouchered:Registered Collection	654	0	BIOUG66059-B01	Centre for Biodiversity Genomics	Renee Miskie	Canada	BOLD:AAG1657
BIOUG66059-C08	Paraphaenocladius impensus	Paraphaenocladius impensus	species	Vouchered:Registered Collection	654	0	BIOUG66059-C08	Centre for Biodiversity Genomics	Renee Miskie	Canada	BOLD:AAI2661
BIOUG66059-C12	Paraphaenocladius impensus	Paraphaenocladius impensus	species	Vouchered:Registered Collection	655	0	BIOUG66059-C12	Centre for Biodiversity Genomics	Renee Miskie	Canada	BOLD:AAC4201
BIOUG66059-E03	Sylvicola fuscatus	Sylvicola fuscatus	species	Vouchered:Registered Collection	646	0	BIOUG66059-E03	Centre for Biodiversity Genomics	Renee Miskie	Canada	BOLD:AAM6391
BIOUG66059-H10	Fannia lugubrina	Fannia lugubrina	species	Vouchered:Registered Collection	653	0	BIOUG66059-H10	Centre for Biodiversity Genomics	Renee Miskie	Canada	BOLD:ABA2533
BIOUG66059-H11	Heterogenella hybrida	Heterogenella hybrida	species	Vouchered:Registered Collection	655	0	BIOUG66059-H11	Centre for Biodiversity Genomics	Renee Miskie	Canada	BOLD:ACB2627
BIOUG66060-A07	Scatopsciara geophila	Scatopsciara geophila	species	Vouchered:Registered Collection	653	0	BIOUG66060-A07	Centre for Biodiversity Genomics	Renee Miskie	Canada	BOLD:ACJ0083
BIOUG66060-A09	Thricops coquilletti	Thricops (Lasiops) coquilletti	species	Vouchered:Registered Collection	654	0	BIOUG66060-A09	Centre for Biodiversity Genomics	Renee Miskie	Canada	BOLD:ABA7105
BIOUG66060-A12	Fannia lugubrina	Fannia lugubrina	species	Vouchered:Registered Collection	655	0	BIOUG66060-A12	Centre for Biodiversity Genomics	Renee Miskie	Canada	BOLD:ABA2533
BIOUG66060-B03	Limnospila albifrons	Limnospila albifrons	species	Vouchered:Registered Collection	654	0	BIOUG66060-B03	Centre for Biodiversity Genomics	Renee Miskie	Canada	BOLD:AAG1691
BIOUG66060-B07	Paraphaenocladius impensus	Paraphaenocladius impensus	species	Vouchered:Registered Collection	654	0	BIOUG66060-B07	Centre for Biodiversity Genomics	Renee Miskie	Canada	BOLD:ACX4638
BIOUG66060-C12	Paraphaenocladius impensus	Paraphaenocladius impensus	species	Vouchered:Registered Collection	654	0	BIOUG66060-C12	Centre for Biodiversity Genomics	Renee Miskie	Canada	BOLD:AAC4201
BIOUG66060-E05	Paraphaenocladius impensus	Paraphaenocladius impensus	species	Vouchered:Registered Collection	654	0	BIOUG66060-E05	Centre for Biodiversity Genomics	Renee Miskie	Canada	BOLD:AAC4201
BIOUG66060-F02	Paraphaenocladius impensus	Paraphaenocladius impensus	species	Vouchered:Registered Collection	654	0	BIOUG66060-F02	Centre for Biodiversity Genomics	Renee Miskie	Canada	BOLD:AAC4201
BIOUG66060-F08	Fannia lugubrina	Fannia lugubrina	species	Vouchered:Registered Collection	655	0	BIOUG66060-F08	Centre for Biodiversity Genomics	Renee Miskie	Canada	BOLD:ABA2533
BIOUG66060-F09	Pegoplata nigroscutellata	Pegoplata nigroscutellata	species	Vouchered:Registered Collection	654	0	BIOUG66060-F09	Centre for Biodiversity Genomics	Renee Miskie	Canada	BOLD:AAN5494
BIOUG66060-F12	Scatopsciara atomaria	Scatopsciara (Scatopsciara) atomaria	species	Vouchered:Registered Collection	654	0	BIOUG66060-F12	Centre for Biodiversity Genomics	Renee Miskie	Canada	BOLD:AEW1133
BIOUG66060-H02	Paraphaenocladius impensus	Paraphaenocladius impensus	species	Vouchered:Registered Collection	655	0	BIOUG66060-H02	Centre for Biodiversity Genomics	Renee Miskie	Canada	BOLD:AAC4201
BIOUG66060-H08	Scatopsciara geophila	Scatopsciara geophila	species	Vouchered:Registered Collection	654	0	BIOUG66060-H08	Centre for Biodiversity Genomics	Renee Miskie	Canada	BOLD:ACJ0083
BIOUG66061-A05	Paraphaenocladius impensus	Paraphaenocladius impensus	species	Vouchered:Registered Collection	654	0	BIOUG66061-A05	Centre for Biodiversity Genomics	Renee Miskie	Canada	BOLD:ACX4638
BIOUG66061-A07	Fannia lugubrina	Fannia lugubrina	species	Vouchered:Registered Collection	660	0	BIOUG66061-A07	Centre for Biodiversity Genomics	Renee Miskie	Canada	BOLD:ABA2533
BIOUG66061-A11	Corynoptera blanda	Corynoptera blanda	species	Vouchered:Registered Collection	640	0	BIOUG66061-A11	Centre for Biodiversity Genomics	Renee Miskie	Canada	BOLD:AAP9900
BIOUG66061-B03	Cratyna falcata	Cratyna falcata	species	Vouchered:Registered Collection	654	0	BIOUG66061-B03	Centre for Biodiversity Genomics	Renee Miskie	Canada	BOLD:ACR3881
BIOUG66061-D01	Paraphaenocladius impensus	Paraphaenocladius impensus	species	Vouchered:Registered Collection	654	0	BIOUG66061-D01	Centre for Biodiversity Genomics	Renee Miskie	Canada	BOLD:ACX4638
BIOUG66061-D07	Scatopsciara atomaria	Scatopsciara (Scatopsciara) atomaria	species	Vouchered:Registered Collection	655	0	BIOUG66061-D07	Centre for Biodiversity Genomics	Renee Miskie	Canada	BOLD:AEW1133
BIOUG66061-F10	Paraphaenocladius impensus	Paraphaenocladius impensus	species	Vouchered:Registered Collection	654	0	BIOUG66061-F10	Centre for Biodiversity Genomics	Renee Miskie	Canada	BOLD:AAI2661
BIOUG66061-F12	Paraphaenocladius impensus	Paraphaenocladius impensus	species	Vouchered:Registered Collection	655	0	BIOUG66061-F12	Centre for Biodiversity Genomics	Renee Miskie	Canada	BOLD:ACX4638
BIOUG66061-H03	Paraphaenocladius impensus	Paraphaenocladius impensus	species	Vouchered:Registered Collection	655	0	BIOUG66061-H03	Centre for Biodiversity Genomics	Renee Miskie	Canada	BOLD:AAL9425
BIOUG66061-H08	Scatopsciara geophila	Scatopsciara geophila	species	Vouchered:Registered Collection	654	0	BIOUG66061-H08	Centre for Biodiversity Genomics	Renee Miskie	Canada	BOLD:ACJ0083
Fendt1	Sittilong longipes	Sittilong longipes	species	Good condition, epigyne extracted	657	0	SMNK-ARA 11553	Staatliches Museum fuer Naturkunde, Karlsruhe	Steffen Bayer	Germany	BOLD:ADG9059
KENWR 2616	Clepsis moeschleriana	Clepsis moeschleriana	species	None	658	0	None	Centre for Biodiversity Genomics	None	United States	BOLD:AAB4040
KENWR 3299	Swammerdamia caesiella	Swammerdamia caesiella	species	None	658	0	None	Centre for Biodiversity Genomics	None	United States	BOLD:AAB0224
KENWR 3395	Ancylis tineana	Ancylis tineana	species	None	658	0	None	Centre for Biodiversity Genomics	None	United States	BOLD:AAC5322
KENWR 3511	Ectoedemia occultella	Ectoedemia occultella	species	None	658	0	None	Centre for Biodiversity Genomics	Erik J. van Nieukerken	United States	BOLD:AAH4532
KENWR 3800	Cabera exanthemata	Cabera exanthemata	subspecies	None	658	0	None	Centre for Biodiversity Genomics	None	United States	BOLD:AAA6653
KENWR 4037	Mompha sexstrigella	Mompha sexstrigella	species	None	658	0	None	Centre for Biodiversity Genomics	None	United States	BOLD:AAF2565
KENWR 4079	Cabera exanthemata	Cabera exanthemata	subspecies	None	658	0	None	Centre for Biodiversity Genomics	None	United States	BOLD:AAA6653
KENWR 4389	Prolita sexpunctella	Prolita sexpunctella	species	None	658	0	None	Centre for Biodiversity Genomics	None	United States	BOLD:AAB2663
KENWR 5144	Phragmatobia fuliginosa	Phragmatobia fuliginosa	species	None	658	0	None	Centre for Biodiversity Genomics	None	United States	BOLD:AAA6178
KENWR 5650	Orgyia antiqua	Orgyia antiqua	species	None	632	0	None	Centre for Biodiversity Genomics	None	United States	BOLD:AAA6432
KENWR 5876	Scoliopteryx libatrix	Scoliopteryx libatrix	species	None	658	0	None	Centre for Biodiversity Genomics	None	United States	BOLD:ACE7769
KENWR 6380	Cabera exanthemata	Cabera exanthemata	subspecies	None	658	0	None	Centre for Biodiversity Genomics	None	United States	BOLD:AAA6653
KENWR 6557	Parasemia plantaginis	Arctia plantaginis	species	None	658	0	None	Centre for Biodiversity Genomics	None	United States	BOLD:AAB6883
KENWR 6594	Scopula frigidaria	Scopula frigidaria	species	None	658	0	None	Centre for Biodiversity Genomics	None	United States	BOLD:AAA5384
KENWR 6605	Crambus perlella	Crambus perlella	species	None	658	0	None	Centre for Biodiversity Genomics	None	United States	BOLD:AAA6135
KENWR 6607	Polychrysia esmeralda	Polychrysia esmeralda	species	None	658	0	None	Centre for Biodiversity Genomics	None	United States	BOLD:AAF0891
KENWR 6608	Crambus perlella	Crambus perlella	species	None	658	0	None	Centre for Biodiversity Genomics	None	United States	BOLD:AAA6135
KENWR 6614	Eulithis testata	Eulithis testata	species	None	646	0	None	Centre for Biodiversity Genomics	None	United States	BOLD:AAB0154
KENWR 6617	Epirrita autumnata	Epirrita autumnata	species	None	658	0	None	Centre for Biodiversity Genomics	None	United States	BOLD:AAA5905
KENWR 6624	Eupithecia satyrata	Eupithecia satyrata	species	None	658	0	None	Centre for Biodiversity Genomics	None	United States	BOLD:ACE5948
KENWR 6627	Ecliptopera silaceata	Ecliptopera silaceata	species	None	658	0	None	Centre for Biodiversity Genomics	None	United States	BOLD:AAA2586
KENWR 6635	Orthotaenia undulana	Orthotaenia undulana	species	None	658	0	None	Centre for Biodiversity Genomics	Paul Hebert	United States	BOLD:AAB4021
KENWR 6636	Gesneria centuriella	Gesneria centuriella	species	None	658	0	None	Centre for Biodiversity Genomics	None	United States	BOLD:ABZ8142
KENWR 6636b	Orthotaenia undulana	Orthotaenia undulana	species	None	658	0	None	Centre for Biodiversity Genomics	Paul Hebert	United States	BOLD:AAB4021
KENWR 6639	Scopula frigidaria	Scopula frigidaria	species	None	658	0	None	Centre for Biodiversity Genomics	None	United States	BOLD:AAA5384
KENWR 6641	Xanthorhoe abrasaria	Xanthorhoe abrasaria	species	None	623	0	None	Centre for Biodiversity Genomics	Kate Perez	United States	BOLD:AAA3947
KENWR 6641b	Spargania luctuata	Spargania luctuata	species	None	658	0	None	Centre for Biodiversity Genomics	None	United States	BOLD:AAA2806
KENWR 6641c	Spargania luctuata	Spargania luctuata	species	None	643	0	None	Centre for Biodiversity Genomics	None	United States	BOLD:AAA2806
KENWR 6642b	Graphiphora augur	Graphiphora augur	species	None	658	0	None	Centre for Biodiversity Genomics	None	United States	BOLD:ACF0936
KENWR 6645	Gesneria centuriella	Gesneria centuriella	species	None	658	0	None	Centre for Biodiversity Genomics	None	United States	BOLD:ABZ8142
KENWR 6645b	Gesneria centuriella	Gesneria centuriella	species	None	658	0	None	Centre for Biodiversity Genomics	None	United States	BOLD:ABZ8142
KENWR 6646	Gesneria centuriella	Gesneria centuriella	species	None	655	0	None	Centre for Biodiversity Genomics	None	United States	BOLD:ABZ8142
KENWR 6646b	Cabera exanthemata	Cabera exanthemata	subspecies	None	658	0	None	Centre for Biodiversity Genomics	None	United States	BOLD:AAA6653
KENWR 6646e	Xanthorhoe abrasaria	Xanthorhoe abrasaria	subspecies	None	658	0	None	Centre for Biodiversity Genomics	None	United States	BOLD:AAA3947
KENWR 6649	Graphiphora augur	Graphiphora augur	species	None	658	0	None	Centre for Biodiversity Genomics	None	United States	BOLD:ACF0936
KENWR 6649b	Macaria brunneata	Macaria brunneata	species	None	600	1	None	Centre for Biodiversity Genomics	None	United States	BOLD:ABY9522
KENWR 6655b	Eurois occulta	Eurois occulta	species	None	639	1	None	Centre for Biodiversity Genomics	None	United States	BOLD:AAA3312
KENWR 6655e	Dysstroma citrata	Dysstroma citrata	species	None	658	2	None	Centre for Biodiversity Genomics	None	United States	BOLD:AAA2089
KENWR 6657c	Eurois occulta	Eurois occulta	species	None	636	0	None	Centre for Biodiversity Genomics	None	United States	BOLD:AAA3312
KENWR 6657d	Hydriomena furcata	Hydriomena furcata	species	None	630	0	None	Centre for Biodiversity Genomics	None	United States	BOLD:AAA2437
KENWR 6658	Hydriomena furcata	Hydriomena furcata	species	None	658	0	None	Centre for Biodiversity Genomics	None	United States	BOLD:AAA2437
KENWR 6659b	Hydriomena furcata	Hydriomena furcata	species	None	658	0	None	Centre for Biodiversity Genomics	None	United States	BOLD:AAA2437
KENWR 6660b	Xestia c-nigrum	Xestia c-nigrum	species	None	636	0	None	Centre for Biodiversity Genomics	None	United States	BOLD:AAA2144
KENWR 6660d	Actebia fennica	Actebia fennica	species	None	658	0	None	Centre for Biodiversity Genomics	None	United States	BOLD:AAD5720
KENWR 6663b	Eurois occulta	Eurois occulta	species	None	658	0	None	Centre for Biodiversity Genomics	None	United States	BOLD:AAA3312
KENWR 6664	Dysstroma citrata	Dysstroma citrata	species	None	630	0	None	Centre for Biodiversity Genomics	None	United States	BOLD:AAA2089
KENWR 6680b	Epirrita autumnata	Epirrita autumnata	species	None	622	0	None	Centre for Biodiversity Genomics	None	United States	BOLD:AAA5905
KENWR 6681b	Autographa buraetica	Autographa buraetica	species	None	632	0	None	Centre for Biodiversity Genomics	None	United States	BOLD:AAA3990
KENWR 6684	Epirrita autumnata	Epirrita autumnata	species	None	658	1	None	Centre for Biodiversity Genomics	None	United States	BOLD:AAA5905
KENWR 6691	Eurois occulta	Eurois occulta	species	None	658	0	None	Centre for Biodiversity Genomics	None	United States	BOLD:AAA3312
KENWR 7161	Phyllonorycter apparella	Phyllonorycter apparella	species	None	632	0	None	Centre for Biodiversity Genomics	None	United States	BOLD:AAD4914
KENWR LEP-05	Rheumaptera hastata	Rheumaptera hastata	species	None	630	0	None	Centre for Biodiversity Genomics	None	United States	BOLD:AAA5435
KENWR LEP-06	Rheumaptera hastata	Rheumaptera hastata	species	None	630	0	None	Centre for Biodiversity Genomics	None	United States	BOLD:AAA5435
KENWR LEP-07	Spargania luctuata	Spargania luctuata	species	None	632	0	None	Centre for Biodiversity Genomics	None	United States	BOLD:AAA2806
KENWR LEP-08	Scopula frigidaria	Scopula frigidaria	species	None	638	0	None	Centre for Biodiversity Genomics	None	United States	BOLD:AAA5384
KENWR LEP-13	Eulia ministrana	Eulia ministrana	species	None	646	0	None	Centre for Biodiversity Genomics	None	United States	BOLD:AAA7315
KENWR LEP-16	Gillmeria pallidactyla	Gillmeria pallidactyla	species	None	599	1	None	Centre for Biodiversity Genomics	None	United States	BOLD:AAA8369
KENWR LEP-18	Gesneria centuriella	Gesneria centuriella	species	None	658	0	None	Centre for Biodiversity Genomics	None	United States	BOLD:ABZ8142
CSU-CPG-LEP001377	Agriades glandon	Plebejus glandon	subspecies	None	658	0	CSU-CPG-LEP001377	Colorado State University, C. P. Gillette Museum of Arthropod Diversity	Jacopo D'Ercole	United States	BOLD:AAA5321
CSU-CPG-LEP001378	Agriades glandon	Plebejus glandon	subspecies	None	658	0	CSU-CPG-LEP001378	Colorado State University, C. P. Gillette Museum of Arthropod Diversity	Jacopo D'Ercole	United States	BOLD:AAA5321
CSU-CPG-LEP001379	Agriades glandon	Plebejus glandon	subspecies	None	658	0	CSU-CPG-LEP001379	Colorado State University, C. P. Gillette Museum of Arthropod Diversity	Jacopo D'Ercole	United States	BOLD:AAA5321
CSU-CPG-LEP001380	Agriades glandon	Plebejus glandon	subspecies	None	658	0	CSU-CPG-LEP001380	Colorado State University, C. P. Gillette Museum of Arthropod Diversity	Jacopo D'Ercole	United States	BOLD:AAA5321
CSU-CPG-LEP001890	Erebia callias	Erebia callias	species	None	658	0	CSU-CPG-LEP001890	Colorado State University, C. P. Gillette Museum of Arthropod Diversity	Paul Opler	United States	BOLD:ACE9607
CSU-CPG-LEP001891	Erebia callias	Erebia callias	species	None	658	0	CSU-CPG-LEP001891	Colorado State University, C. P. Gillette Museum of Arthropod Diversity	Paul Opler	United States	BOLD:ACE9607
CSU-CPG-LEP001892	Erebia callias	Erebia callias	species	None	658	0	CSU-CPG-LEP001892	Colorado State University, C. P. Gillette Museum of Arthropod Diversity	Paul Opler	United States	BOLD:ACE9607
CSU-CPG-LEP001893	Erebia callias	Erebia callias	species	None	658	0	CSU-CPG-LEP001893	Colorado State University, C. P. Gillette Museum of Arthropod Diversity	Paul Opler	United States	BOLD:ACE9607
CSU-CPG-LEP001894	Erebia callias	Erebia callias	species	None	658	0	CSU-CPG-LEP001894	Colorado State University, C. P. Gillette Museum of Arthropod Diversity	Paul Opler	United States	BOLD:ACE9607
CSU-CPG-LEP002104	Pyrgus centaureae	Pyrgus centaureae	species	None	658	0	CSU-CPG-LEP002104	Colorado State University, C. P. Gillette Museum of Arthropod Diversity	Paul Opler	United States	BOLD:ACE2929
CSU-CPG-LEP002105	Pyrgus centaureae	Pyrgus centaureae	species	None	658	0	CSU-CPG-LEP002105	Colorado State University, C. P. Gillette Museum of Arthropod Diversity	Paul Opler	United States	BOLD:ACE2929
CSUPOBK-0315	Coenonympha tullia	Coenonympha tullia	subspecies	None	658	0	CSUPOBK-0315	Colorado State University	Jacopo D'Ercole	United States	BOLD:AAA3561
CSUPOBK-0316	Coenonympha tullia	Coenonympha tullia	subspecies	None	658	0	CSUPOBK-0316	Colorado State University	Jacopo D'Ercole	United States	BOLD:AAA3561
CSUPOBK-0317	Coenonympha tullia	Coenonympha tullia	subspecies	None	658	0	CSUPOBK-0317	Colorado State University	Jacopo D'Ercole	United States	BOLD:AAA3561
CSUPOBK-0363	Agriades glandon	Plebejus glandon	subspecies	None	658	0	CSUPOBK-0363	Colorado State University	Jacopo D'Ercole	United States	BOLD:AAA5321
CSUPOBK-0364	Agriades glandon	Plebejus glandon	subspecies	None	658	0	CSUPOBK-0364	Colorado State University	Jacopo D'Ercole	United States	BOLD:AAA5321
CSUPOBK-0365	Agriades glandon	Plebejus glandon	subspecies	None	658	0	CSUPOBK-0365	Colorado State University	Jacopo D'Ercole	United States	BOLD:AAA5321
CSUPOBK-0518	Boloria improba	Boloria improba	subspecies	None	658	0	CSUPOBK-0518	Colorado State University	Jacopo D'Ercole	United States	BOLD:ACF3121
CSUPOBK-0584	Agriades glandon	Plebejus glandon	subspecies	None	658	0	CSUPOBK-0584	Colorado State University	Jacopo D'Ercole	United States	BOLD:AAA5321
CSUPOBK-0585	Agriades glandon	Plebejus glandon	subspecies	None	658	0	CSUPOBK-0585	Colorado State University	Jacopo D'Ercole	United States	BOLD:AAA5321
CSUPOBK-0586	Agriades glandon	Plebejus glandon	subspecies	None	658	0	CSUPOBK-0586	Colorado State University	Jacopo D'Ercole	United States	BOLD:AAA5321
CSUPOBK-0587	Agriades glandon	Plebejus glandon	subspecies	None	658	0	CSUPOBK-0587	Colorado State University	Jacopo D'Ercole	United States	BOLD:AAA5321
CSUPOBK-1225	Pyrgus centaureae	Pyrgus centaureae	subspecies	None	658	0	CSUPOBK-1225	Colorado State University	Jacopo D'Ercole	United States	BOLD:ACE2929
CSUPOBK-1226	Pyrgus centaureae	Pyrgus centaureae	subspecies	None	658	0	CSUPOBK-1226	Colorado State University	Jacopo D'Ercole	United States	BOLD:ACE2929
CSUPOBK-1227	Pyrgus centaureae	Pyrgus centaureae	subspecies	None	658	0	CSUPOBK-1227	Colorado State University	Jacopo D'Ercole	United States	BOLD:ACE2929
RuHF-068-2	Phrynocephalus guttatus	Phrynocephalus guttatus	species	None	614	0	None	None	Eugene Dunayev	Kazakhstan	BOLD:AAE0795
RuHF-068-1	Phrynocephalus guttatus	Phrynocephalus guttatus	species	None	654	0	None	None	Eugene Dunayev	Kazakhstan	BOLD:AAE0795
RuHF-058	Phrynocephalus guttatus	Phrynocephalus guttatus	species	None	621	0	None	None	Eugene Dunayev	Kazakhstan	BOLD:AAE0795
RuHF-044-2	Phrynocephalus guttatus	Phrynocephalus guttatus	subspecies	None	654	0	None	None	Eugene Dunayev	Kazakhstan	BOLD:ADE2170
RuHF-044-1	Phrynocephalus guttatus	Phrynocephalus guttatus	subspecies	None	654	0	None	None	Eugene Dunayev	Kazakhstan	BOLD:ADE2170
RuHF-060	Phrynocephalus guttatus	Phrynocephalus guttatus	species	None	654	0	None	None	Eugene Dunayev	Kazakhstan	BOLD:AAF6509
RuHF-087-2	Phrynocephalus guttatus	Phrynocephalus guttatus	subspecies	None	654	0	None	None	Eugene Dunayev	Kazakhstan	BOLD:AAE6477
RuHF-042-1	Phrynocephalus guttatus	Phrynocephalus guttatus	subspecies	None	654	0	None	None	Eugene Dunayev	Kazakhstan	BOLD:ADE2170
RuHF-062	Phrynocephalus helioscopus	Phrynocephalus helioscopus	subspecies	None	626	0	None	None	Eugene Dunayev	Kazakhstan	BOLD:AAB3418
RuHF-047-1	Phrynocephalus helioscopus	Phrynocephalus helioscopus	subspecies	None	654	0	None	None	Eugene Dunayev	Kazakhstan	BOLD:AAB3418
RuHF-047-2	Phrynocephalus helioscopus	Phrynocephalus helioscopus	subspecies	None	589	1	None	None	Eugene Dunayev	Kazakhstan	BOLD:AAB3418
RuHF-049	Phrynocephalus helioscopus	Phrynocephalus helioscopus	subspecies	None	654	0	None	None	Eugene Dunayev	Uzbekistan	BOLD:AAB3418
RuHF-050-1	Phrynocephalus helioscopus	Phrynocephalus helioscopus	subspecies	None	654	0	None	None	Eugene Dunayev	Uzbekistan	BOLD:AAB3418
RuHF-050-2	Phrynocephalus helioscopus	Phrynocephalus helioscopus	subspecies	None	654	0	None	None	Eugene Dunayev	Uzbekistan	BOLD:AAB3418
RuHF-063	Phrynocephalus helioscopus	Phrynocephalus helioscopus	subspecies	None	654	0	None	None	Eugene Dunayev	Kazakhstan	BOLD:AAF6426
RuHF-065	Phrynocephalus helioscopus	Phrynocephalus helioscopus	subspecies	None	654	0	None	None	Eugene Dunayev	Kazakhstan	BOLD:AAB3418
RuHF-052	Phrynocephalus helioscopus	Phrynocephalus helioscopus	subspecies	None	654	0	None	None	None	Uzbekistan	BOLD:AAB3418
RuHF-061-1	Phrynocephalus helioscopus	Phrynocephalus helioscopus	subspecies	None	654	0	None	None	Eugene Dunayev	Kazakhstan	BOLD:AAB3418
RuHF-061-2	Phrynocephalus helioscopus	Phrynocephalus helioscopus	subspecies	None	654	0	None	None	Eugene Dunayev	Kazakhstan	BOLD:AAB3418
RuHF-083	Phrynocephalus guttatus	Phrynocephalus guttatus	subspecies	None	654	0	None	None	Eugene Dunayev	Russia	BOLD:ADE2170
RuHF-067-1	Phrynocephalus helioscopus	Phrynocephalus helioscopus	subspecies	None	654	0	None	None	Eugene Dunayev	Kazakhstan	BOLD:AAB3418
RuHF-067-2	Phrynocephalus helioscopus	Phrynocephalus helioscopus	subspecies	None	654	0	None	None	Eugene Dunayev	Kazakhstan	BOLD:AAB3418
RuHF-059-1	Phrynocephalus helioscopus	Phrynocephalus helioscopus	subspecies	None	590	0	None	None	Eugene Dunayev	Kazakhstan	BOLD:AAF6426
RuHF-059-2	Phrynocephalus helioscopus	Phrynocephalus helioscopus	subspecies	None	419	0	None	None	Eugene Dunayev	Kazakhstan	BOLD:AAF6426
RuHF-051	Phrynocephalus helioscopus	Phrynocephalus helioscopus	subspecies	None	654	0	None	None	Eugene Dunayev	Uzbekistan	BOLD:AAB3418
RuHF-070-2	Phrynocephalus guttatus	Phrynocephalus guttatus	subspecies	None	654	0	None	None	Eugene Dunayev	Kazakhstan	BOLD:ADE2170
